id,comment,label
626,"mehema wada karana eka hariyata hitha nathi wage wada karanawa, boruwata katha karanne.",toxic
627,"uba, meka nam gon harakek level ekak. kata wahagena inna.",toxic
628,oya ge reply eka nam mole nathi ne ne.,toxic
629,"Ane me video eka balala comment karana eka, mole nathi oya wage aya nisa thamai mehema wenne.",toxic
630,umbala nam gon harakek ne hariyata.,toxic
631,"oya ge reply eka, meka nam mole kalpana nathi level ekak. machan.",toxic
632,"Ane manda oya ge idea eka, chater wage behave wenne ai? kiyala therenneth ne.",toxic
633,"oya ge reply eka, uba nam moda yakku wage kata wahagena inna.",toxic
634,"Hariyata baluwoth me comment eka danapu eka gon wage ne, boruwata katha karanne.",toxic
635,"Hariyata baluwoth oya ge wada gon wage ne, comment karanna kalin hithapan.",toxic
636,"uba hariyata gon wage wada karanawa, comment karanna kalin hithapan.",toxic
637,"me wage wada karana aya, uba nam wikarayak thamuse.",toxic
638,oya wadak nathi danawada mokakda kiyala.,toxic
639,"oya ge kathawa, uba nam gon thamuse.",toxic
640,oya ge reply eka nam boru karaya ne hariyata behave karapan.,toxic
641,"Ane me video eka balala comment karana eka, weda bari meka dakka gaman hina yanawa.",toxic
642,Mokakda me oya ge kathawa ge wadak nathi wada? lajja nadda.,toxic
643,oya wage kenek ge kathawa ahuwama gon kiyala hithenawa.,toxic
644,Me wage wal buruwa athal danne nathuwa tikak hithapan oya ge reply eka.,toxic
645,"Ane uba, gon tikak igena ganin.",toxic
646,me comment eka danapu eka ge kathawa ahuwama weda bari kiyala hithenawa.,toxic
647,oya ge reply eka mole kalpana nathi boruwata katha karanne.,toxic
648,"Ane oya, gon tikak igena ganin.",toxic
649,oya ge post eka mole kalpana nathi ane.,toxic
650,"oya, meka nam moda yakku wage level ekak. comment karanna kalin hithapan.",toxic
651,"Ane umbala, moda yakku wage hariyata behave karapan.",toxic
652,"Ane manda me wage wada karana aya, gon wage behave wenne ai? ane.",toxic
653,"Ane oya ge post eka, gon athal karaya tikak igena ganin.",toxic
654,oya wage kenek mehema karanne mole kalpana nathi nisa da? kata wahagena inna.,toxic
655,"Hariyata baluwoth oya ge reply eka pissu wage wage ne, lajja nadda.",toxic
656,"Ane oya ge wada, awajathaka wage meka dakka gaman hina yanawa.",toxic
657,"mehema wada karana eka hariyata hariyata therumak nathi wage wada karanawa, meka dakka gaman hina yanawa.",toxic
658,"me video eka balala comment karana eka, meka nam hariyata therumak nathi level ekak. me wage wada nawaththapan.",toxic
659,"oya, uba nam hariyata therumak nathi me wage wada nawaththapan.",toxic
660,"Ane umbala, hitha nathi thamuse.",toxic
661,Oya ge post eka nam wikarayak meka dakka gaman hina yanawa.,toxic
662,Me wage weda bari athal danne nathuwa tikak hithapan mehema wada karana eka.,toxic
663,oya ge kathawa ta kiyanna one awajathaka wage wage wada nawaththanna kiyala.,toxic
664,"Hariyata baluwoth oya ge idea eka boru karaya wage ne, hariyata behave karapan.",toxic
665,"me video eka balala comment karana eka hariyata gon harakek wage wada karanawa, comment karanna kalin hithapan.",toxic
666,"mehema wada karana eka, meka nam kata witharai wada level ekak. ban.",toxic
667,oya wage kenek mehema karanne wada nodanna nisa da? boruwata katha karanne.,toxic
668,oya ge post eka wal buruwa kiyala therenneth ne.,toxic
669,"uba hariyata moda wage wada karanawa, poddak mole pawichchi karapan.",toxic
670,mehema wada karana eka mehema karanne wada nodanna nisa da? tikak igena ganin.,toxic
671,oya ge reply eka pissu wage boruwata katha karanne.,toxic
672,"Hariyata baluwoth oya hariyata therumak nathi wage ne, ne.",toxic
673,"oya ge idea eka, meka nam weda bari level ekak. me wage wada nawaththapan.",toxic
674,me video eka balala comment karana eka ta kiyanna one loku talk karana moda wage wada nawaththanna kiyala.,toxic
675,"umbala, meka nam wada nodanna level ekak. thamuse.",toxic
676,"Hariyata baluwoth me video eka balala comment karana eka hariyata therumak nathi wage ne, meka dakka gaman hina yanawa.",toxic
677,Mokakda me oya ge chater wada? oya wage aya nisa thamai mehema wenne.,toxic
678,"oya, meka nam wal buruwa level ekak. hariyata.",toxic
679,"oya, uba nam chater thamuse.",toxic
680,oya wage kenek ta kiyanna one weda bari wage wada nawaththanna kiyala.,toxic
681,Me wage hitha nathi athal danne nathuwa tikak hithapan me video eka balala comment karana eka.,toxic
682,"Ane umbala, wadak nathi comment karanna kalin hithapan.",toxic
683,"Ane oya ge wada, mole nathi thamuse.",toxic
684,"mehema wada karana eka hariyata gon harakek wage wada karanawa, boruwata katha karanne.",toxic
685,Me wage wada nodanna athal danne nathuwa tikak hithapan mehema wada karana eka.,toxic
686,"oya ge reply eka hariyata gon athal karaya wage wada karanawa, ne.",toxic
687,"Hariyata baluwoth mehema wada karana eka kata witharai wada wage ne, meka nam athi.",toxic
688,"Hariyata baluwoth umbala loku talk karana moda wage ne, danawada mokakda kiyala.",toxic
689,oya wage kenek ge kathawa ahuwama wada nodanna kiyala hithenawa.,toxic
690,Me wage boru karaya athal danne nathuwa tikak hithapan mehema wada karana eka.,toxic
691,"mehema wada karana eka hariyata kata witharai wada wage wada karanawa, tikak igena ganin.",toxic
692,Me wage gon athal karaya athal danne nathuwa tikak hithapan me wage wada karana aya.,toxic
693,oya ge reply eka nam loku talk karana moda ne ne.,toxic
694,Oya ge post eka nam chater tikak igena ganin.,toxic
695,oya nam wal buruwa ne ane.,toxic
696,Mokakda me me comment eka danapu eka ge mole kalpana nathi wada? meka dakka gaman hina yanawa.,toxic
697,"Ane manda umbala, wadak nathi wage behave wenne ai? meka dakka gaman hina yanawa.",toxic
698,oya weda bari lajja nadda.,toxic
699,"Ane manda me comment eka danapu eka, wal buruwa wage behave wenne ai? ane.",toxic
700,mehema wada karana eka nam moda yakku wage ne meka dakka gaman hina yanawa.,toxic
701,oya ge post eka ta kiyanna one gon wage wada nawaththanna kiyala.,toxic
702,"Hariyata baluwoth oya ge reply eka pissu wage wage ne, hariyata behave karapan.",toxic
703,"uba hariyata hariyata therumak nathi wage wada karanawa, hariyata behave karapan.",toxic
704,me comment eka danapu eka ge kathawa ahuwama pissu wage kiyala hithenawa.,toxic
705,"Ane manda mehema wada karana eka, wikarayak wage behave wenne ai? poddak mole pawichchi karapan.",toxic
706,mehema wada karana eka chater hariyata behave karapan.,toxic
707,"Hariyata baluwoth me comment eka danapu eka moda wage ne, tikak igena ganin.",toxic
708,Oya ge post eka nam wada nodanna poddak mole pawichchi karapan.,toxic
709,Mokakda me oya ge idea eka ge wadak nathi wada? boruwata katha karanne.,toxic
710,me comment eka danapu eka mehema karanne loku talk karana moda nisa da? kata wahagena inna.,toxic
711,oya ge post eka mehema karanne hariyata therumak nathi nisa da? ane.,toxic
712,mehema wada karana eka loku talk karana moda ban.,toxic
713,Mokakda me oya ge wada ge mole kalpana nathi wada? machan.,toxic
714,Oya ge post eka nam wal buruwa danawada mokakda kiyala.,toxic
715,"mehema wada karana eka, meka nam weda bari level ekak. tikak igena ganin.",toxic
716,umbala ge kathawa ahuwama gon athal karaya kiyala hithenawa.,toxic
717,me video eka balala comment karana eka ge kathawa ahuwama hariyata therumak nathi kiyala hithenawa.,toxic
718,Oya ge post eka nam wikarayak tikak igena ganin.,toxic
719,Mokakda me oya ge idea eka ge loku talk karana moda wada? meka nam athi.,toxic
720,"me video eka balala comment karana eka, uba nam moda yakku wage poddak mole pawichchi karapan.",toxic
721,"Hariyata baluwoth me video eka balala comment karana eka gon harakek wage ne, kata wahagena inna.",toxic
722,"Ane me comment eka danapu eka, kata witharai wada boruwata katha karanne.",toxic
723,"oya ge reply eka, uba nam moda yakku wage hariyata behave karapan.",toxic
724,me comment eka danapu eka awajathaka wage ban.,toxic
725,Mokakda me uba ge awajathaka wage wada? ban.,toxic
726,oya ge idea eka wal buruwa danawada mokakda kiyala.,toxic
727,"Ane manda oya ge wada, chater wage behave wenne ai? tikak igena ganin.",toxic
728,oya ge kathawa mehema karanne hariyata therumak nathi nisa da? oya wage aya nisa thamai mehema wenne.,toxic
729,Oya ge post eka nam pissu wage machan.,toxic
730,oya ge idea eka ta kiyanna one wada nodanna wage wada nawaththanna kiyala.,toxic
731,mehema wada karana eka nam wikarayak ne machan.,toxic
732,oya wage kenek mehema karanne gon harakek nisa da? hariyata.,toxic
733,"mehema wada karana eka, meka nam wada nodanna level ekak. danawada mokakda kiyala.",toxic
734,"me wage wada karana aya, uba nam hariyata therumak nathi meka dakka gaman hina yanawa.",toxic
735,oya ge post eka mehema karanne kata witharai wada nisa da? kata wahagena inna.,toxic
736,"Hariyata baluwoth oya ge idea eka moda wage ne, hariyata behave karapan.",toxic
737,"Hariyata baluwoth oya ge idea eka hitha nathi wage ne, poddak mole pawichchi karapan.",toxic
738,oya ge reply eka ge kathawa ahuwama awajathaka wage kiyala hithenawa.,toxic
739,"uba, uba nam gon athal karaya oya wage aya nisa thamai mehema wenne.",toxic
740,"Hariyata baluwoth oya wage kenek kata witharai wada wage ne, ne.",toxic
741,Mokakda me me video eka balala comment karana eka ge wadak nathi wada? kata wahagena inna.,toxic
742,"Ane umbala, hariyata therumak nathi comment karanna kalin hithapan.",toxic
743,me comment eka danapu eka nam wikarayak ne meka dakka gaman hina yanawa.,toxic
744,Me wage mole kalpana nathi athal danne nathuwa tikak hithapan mehema wada karana eka.,toxic
745,"Ane oya ge reply eka, gon athal karaya thamuse.",toxic
746,Mokakda me umbala ge moda yakku wage wada? ban.,toxic
747,Mokakda me me comment eka danapu eka ge gon harakek wada? ne.,toxic
748,"Ane manda me video eka balala comment karana eka, gon athal karaya wage behave wenne ai? ban.",toxic
749,oya ge idea eka gon athal karaya meka nam athi.,toxic
750,"Ane manda umbala, chater wage behave wenne ai? ban.",toxic
751,Mokakda me umbala ge chater wada? danawada mokakda kiyala.,toxic
752,"Ane manda oya, kata witharai wada wage behave wenne ai? danawada mokakda kiyala.",toxic
753,"Hariyata baluwoth oya ge idea eka gon athal karaya wage ne, ane.",toxic
754,"Hariyata baluwoth umbala wadak nathi wage ne, hariyata wada karapan.",toxic
755,"Hariyata baluwoth me wage wada karana aya mole kalpana nathi wage ne, kiyala therenneth ne.",toxic
756,"Ane oya ge wada, kata witharai wada danawada mokakda kiyala.",toxic
757,oya ge kathawa ge kathawa ahuwama wikarayak kiyala hithenawa.,toxic
758,uba boru karaya oya wage aya nisa thamai mehema wenne.,toxic
759,"oya ge wada hariyata wal buruwa wage wada karanawa, meka nam athi.",toxic
760,"Hariyata baluwoth oya ge post eka pissu wage wage ne, hariyata.",toxic
761,"oya ge idea eka, uba nam gon athal karaya kiyala therenneth ne.",toxic
762,"oya ge kathawa hariyata moda yakku wage wage wada karanawa, me wage wada nawaththapan.",toxic
763,me video eka balala comment karana eka mehema karanne mole kalpana nathi nisa da? danawada mokakda kiyala.,toxic
764,Mokakda me oya wage kenek ge pissu wage wada? boruwata katha karanne.,toxic
765,"oya ge post eka, meka nam chater level ekak. ne.",toxic
766,"Ane manda me video eka balala comment karana eka, loku talk karana moda wage behave wenne ai? hariyata behave karapan.",toxic
767,oya ge kathawa nam wadak nathi ne ban.,toxic
768,"Ane oya, weda bari kiyala therenneth ne.",toxic
769,"oya ge post eka hariyata mole nathi wage wada karanawa, poddak mole pawichchi karapan.",toxic
770,me comment eka danapu eka ge kathawa ahuwama gon athal karaya kiyala hithenawa.,toxic
771,"Ane manda oya, gon harakek wage behave wenne ai? ne.",toxic
772,"Ane oya wage kenek, weda bari kiyala therenneth ne.",toxic
773,Mokakda me mehema wada karana eka ge moda wada? hariyata.,toxic
774,"Hariyata baluwoth oya ge post eka moda wage ne, kiyala therenneth ne.",toxic
775,"oya ge reply eka hariyata awajathaka wage wage wada karanawa, comment karanna kalin hithapan.",toxic
776,umbala nam loku talk karana moda ne danawada mokakda kiyala.,toxic
777,"Ane manda me wage wada karana aya, awajathaka wage wage behave wenne ai? meka dakka gaman hina yanawa.",toxic
778,"me video eka balala comment karana eka, meka nam hariyata therumak nathi level ekak. comment karanna kalin hithapan.",toxic
779,"oya ge idea eka, meka nam pissu wage level ekak. ban.",toxic
780,mehema wada karana eka ta kiyanna one awajathaka wage wage wada nawaththanna kiyala.,toxic
781,oya wage kenek nam chater ne tikak igena ganin.,toxic
782,oya ge reply eka nam wikarayak ne oya wage aya nisa thamai mehema wenne.,toxic
783,"oya ge reply eka, meka nam gon athal karaya level ekak. meka dakka gaman hina yanawa.",toxic
784,"uba, meka nam mole nathi level ekak. danawada mokakda kiyala.",toxic
785,Mokakda me oya ge reply eka ge wal buruwa wada? comment karanna kalin hithapan.,toxic
786,me comment eka danapu eka ta kiyanna one mole kalpana nathi wage wada nawaththanna kiyala.,toxic
787,"Ane uba, gon harakek ne.",toxic
788,"Ane manda oya, hitha nathi wage behave wenne ai? thamuse.",toxic
789,oya ge idea eka hariyata therumak nathi kiyala therenneth ne.,toxic
790,me wage wada karana aya ge kathawa ahuwama gon kiyala hithenawa.,toxic
791,me comment eka danapu eka mehema karanne wal buruwa nisa da? lajja nadda.,toxic
792,"Hariyata baluwoth mehema wada karana eka wal buruwa wage ne, me wage wada nawaththapan.",toxic
793,me wage wada karana aya mehema karanne mole nathi nisa da? kata wahagena inna.,toxic
794,oya ge kathawa nam hariyata therumak nathi ne machan.,toxic
795,"Ane me video eka balala comment karana eka, wikarayak comment karanna kalin hithapan.",toxic
796,"oya, meka nam hariyata therumak nathi level ekak. danawada mokakda kiyala.",toxic
797,"me wage wada karana aya, uba nam moda yakku wage oya wage aya nisa thamai mehema wenne.",toxic
798,Oya ge post eka nam wal buruwa oya wage aya nisa thamai mehema wenne.,toxic
799,Mokakda me me comment eka danapu eka ge wadak nathi wada? me wage wada nawaththapan.,toxic
800,oya ge kathawa ahuwama loku talk karana moda kiyala hithenawa.,toxic
801,"Ane me wage wada karana aya, moda yakku wage meka dakka gaman hina yanawa.",toxic
802,"oya ge post eka, uba nam moda oya wage aya nisa thamai mehema wenne.",toxic
803,"Ane me video eka balala comment karana eka, pissu wage hariyata.",toxic
804,"oya wage kenek, meka nam boru karaya level ekak. kata wahagena inna.",toxic
805,"Hariyata baluwoth me video eka balala comment karana eka moda yakku wage wage ne, lajja nadda.",toxic
806,uba nam mole kalpana nathi ne hariyata behave karapan.,toxic
807,umbala nam mole kalpana nathi ne tikak igena ganin.,toxic
808,oya ge kathawa ge me wage moda yakku wage comment dakkama epa wenawa.,toxic
809,"oya ge idea eka, meka nam mole nathi level ekak. lajja nadda.",toxic
810,"oya ge wada, uba nam hariyata therumak nathi hariyata wada karapan.",toxic
811,me comment eka danapu eka ge me wage boru karaya comment dakkama epa wenawa.,toxic
812,"me comment eka danapu eka hariyata pissu wage wage wada karanawa, poddak mole pawichchi karapan.",toxic
813,oya ge post eka awajathaka wage ne.,toxic
814,"Hariyata baluwoth oya ge reply eka wadak nathi wage ne, hariyata behave karapan.",toxic
815,oya ge idea eka loku talk karana moda comment karanna kalin hithapan.,toxic
816,oya ge idea eka ge kathawa ahuwama mole nathi kiyala hithenawa.,toxic
817,Mokakda me oya ge reply eka ge chater wada? oya wage aya nisa thamai mehema wenne.,toxic
818,Me wage mole kalpana nathi athal danne nathuwa tikak hithapan oya wage kenek.,toxic
819,Mokakda me mehema wada karana eka ge hariyata therumak nathi wada? hariyata behave karapan.,toxic
820,mehema wada karana eka ge me wage loku talk karana moda comment dakkama epa wenawa.,toxic
821,"Hariyata baluwoth oya wage kenek wadak nathi wage ne, hariyata behave karapan.",toxic
822,Me wage gon harakek athal danne nathuwa tikak hithapan oya ge post eka.,toxic
823,"Ane uba, moda kiyala therenneth ne.",toxic
824,"oya ge reply eka hariyata gon wage wada karanawa, hariyata wada karapan.",toxic
825,oya ge post eka mehema karanne moda yakku wage nisa da? tikak igena ganin.,toxic
826,"Hariyata baluwoth oya ge idea eka mole nathi wage ne, comment karanna kalin hithapan.",toxic
827,"Ane oya ge kathawa, wadak nathi kata wahagena inna.",toxic
828,oya mehema karanne moda yakku wage nisa da? meka nam athi.,toxic
829,Mokakda me mehema wada karana eka ge hitha nathi wada? meka dakka gaman hina yanawa.,toxic
830,oya wage kenek nam moda ne thamuse.,toxic
831,"me video eka balala comment karana eka, meka nam gon harakek level ekak. ban.",toxic
832,oya ge idea eka gon harakek kata wahagena inna.,toxic
833,"Hariyata baluwoth me video eka balala comment karana eka gon wage ne, hariyata.",toxic
834,"oya ge reply eka, uba nam kata witharai wada hariyata.",toxic
835,"oya ge kathawa hariyata moda wage wada karanawa, danawada mokakda kiyala.",toxic
836,Oya ge post eka nam mole kalpana nathi kiyala therenneth ne.,toxic
837,"oya ge idea eka hariyata wikarayak wage wada karanawa, thamuse.",toxic
838,"Ane umbala, gon harakek poddak mole pawichchi karapan.",toxic
839,oya ge idea eka nam mole nathi ne tikak igena ganin.,toxic
840,"mehema wada karana eka hariyata moda wage wada karanawa, oya wage aya nisa thamai mehema wenne.",toxic
841,"oya ge post eka, meka nam gon level ekak. ane.",toxic
842,"Hariyata baluwoth uba gon wage ne, danawada mokakda kiyala.",toxic
843,Me wage boru karaya athal danne nathuwa tikak hithapan oya wage kenek.,toxic
844,me wage wada karana aya mehema karanne loku talk karana moda nisa da? meka dakka gaman hina yanawa.,toxic
845,oya wage kenek ta kiyanna one awajathaka wage wage wada nawaththanna kiyala.,toxic
846,me comment eka danapu eka mehema karanne hariyata therumak nathi nisa da? kata wahagena inna.,toxic
847,"Ane uba, wikarayak poddak mole pawichchi karapan.",toxic
848,me video eka balala comment karana eka ta kiyanna one wikarayak wage wada nawaththanna kiyala.,toxic
849,oya ge kathawa ahuwama wada nodanna kiyala hithenawa.,toxic
850,Mokakda me umbala ge wada nodanna wada? oya wage aya nisa thamai mehema wenne.,toxic
851,Me wage moda athal danne nathuwa tikak hithapan me video eka balala comment karana eka.,toxic
852,uba wal buruwa tikak igena ganin.,toxic
853,"oya wage kenek, uba nam hitha nathi ane.",toxic
854,mehema wada karana eka mehema karanne kata witharai wada nisa da? hariyata wada karapan.,toxic
855,"mehema wada karana eka hariyata gon wage wada karanawa, meka dakka gaman hina yanawa.",toxic
856,oya ge idea eka ge kathawa ahuwama wal buruwa kiyala hithenawa.,toxic
857,"Ane me comment eka danapu eka, moda kata wahagena inna.",toxic
858,"oya ge idea eka, meka nam wikarayak level ekak. meka dakka gaman hina yanawa.",toxic
859,Me wage awajathaka wage athal danne nathuwa tikak hithapan umbala.,toxic
860,me wage wada karana aya ge me wage moda comment dakkama epa wenawa.,toxic
861,"me video eka balala comment karana eka, uba nam kata witharai wada hariyata wada karapan.",toxic
862,oya ge kathawa mehema karanne wada nodanna nisa da? ban.,toxic
863,me comment eka danapu eka mehema karanne chater nisa da? danawada mokakda kiyala.,toxic
864,"umbala, meka nam chater level ekak. thamuse.",toxic
865,me comment eka danapu eka mehema karanne awajathaka wage nisa da? thamuse.,toxic
866,oya mehema karanne moda yakku wage nisa da? kiyala therenneth ne.,toxic
867,"me wage wada karana aya hariyata moda yakku wage wage wada karanawa, kiyala therenneth ne.",toxic
868,oya wage kenek mehema karanne mole kalpana nathi nisa da? comment karanna kalin hithapan.,toxic
869,mehema wada karana eka ta kiyanna one wal buruwa wage wada nawaththanna kiyala.,toxic
870,"me comment eka danapu eka, uba nam wikarayak me wage wada nawaththapan.",toxic
871,"uba hariyata loku talk karana moda wage wada karanawa, ane.",toxic
872,me comment eka danapu eka mehema karanne weda bari nisa da? ne.,toxic
873,"Hariyata baluwoth mehema wada karana eka hariyata therumak nathi wage ne, me wage wada nawaththapan.",toxic
874,Me wage wal buruwa athal danne nathuwa tikak hithapan oya wage kenek.,toxic
875,oya ge post eka nam mole kalpana nathi ne kiyala therenneth ne.,toxic
876,"me wage wada karana aya hariyata gon wage wada karanawa, danawada mokakda kiyala.",toxic
877,"Hariyata baluwoth uba gon athal karaya wage ne, kata wahagena inna.",toxic
878,Mokakda me oya ge idea eka ge hitha nathi wada? boruwata katha karanne.,toxic
879,me wage wada karana aya ge kathawa ahuwama gon athal karaya kiyala hithenawa.,toxic
880,"me comment eka danapu eka, meka nam loku talk karana moda level ekak. boruwata katha karanne.",toxic
881,me video eka balala comment karana eka wal buruwa kiyala therenneth ne.,toxic
882,Mokakda me oya ge idea eka ge chater wada? hariyata.,toxic
883,oya wage kenek nam gon athal karaya ne thamuse.,toxic
884,"oya ge wada, uba nam hariyata therumak nathi kata wahagena inna.",toxic
885,"uba hariyata wikarayak wage wada karanawa, meka nam athi.",toxic
886,oya ge kathawa ta kiyanna one wada nodanna wage wada nawaththanna kiyala.,toxic
887,Mokakda me oya ge kathawa ge gon athal karaya wada? lajja nadda.,toxic
888,"Ane uba, wada nodanna hariyata behave karapan.",toxic
889,"mehema wada karana eka, uba nam boru karaya me wage wada nawaththapan.",toxic
890,"Hariyata baluwoth oya ge kathawa moda yakku wage wage ne, hariyata wada karapan.",toxic
891,"Ane oya ge wada, moda meka nam athi.",toxic
892,Me wage wadak nathi athal danne nathuwa tikak hithapan mehema wada karana eka.,toxic
893,"Ane mehema wada karana eka, gon harakek machan.",toxic
894,"oya ge wada hariyata wal buruwa wage wada karanawa, comment karanna kalin hithapan.",toxic
895,"oya ge wada hariyata wada nodanna wage wada karanawa, comment karanna kalin hithapan.",toxic
896,me comment eka danapu eka nam chater ne me wage wada nawaththapan.,toxic
897,"Hariyata baluwoth oya ge reply eka mole nathi wage ne, kata wahagena inna.",toxic
898,Oya ge post eka nam wal buruwa ane.,toxic
899,"Ane me video eka balala comment karana eka, loku talk karana moda meka dakka gaman hina yanawa.",toxic
900,me video eka balala comment karana eka ta kiyanna one mole nathi wage wada nawaththanna kiyala.,toxic
901,"Ane oya ge post eka, weda bari meka dakka gaman hina yanawa.",toxic
902,oya ge kathawa nam awajathaka wage ne danawada mokakda kiyala.,toxic
903,"oya hariyata wikarayak wage wada karanawa, machan.",toxic
904,"Ane manda me comment eka danapu eka, wal buruwa wage behave wenne ai? kiyala therenneth ne.",toxic
905,uba ge me wage moda yakku wage comment dakkama epa wenawa.,toxic
906,Mokakda me me video eka balala comment karana eka ge gon athal karaya wada? thamuse.,toxic
907,me wage wada karana aya mehema karanne wada nodanna nisa da? ane.,toxic
908,mehema wada karana eka awajathaka wage lajja nadda.,toxic
909,oya ge kathawa moda yakku wage kata wahagena inna.,toxic
910,"Ane manda oya ge reply eka, mole nathi wage behave wenne ai? machan.",toxic
911,oya ge idea eka nam moda ne ban.,toxic
912,uba mole nathi kata wahagena inna.,toxic
913,"Ane manda mehema wada karana eka, wadak nathi wage behave wenne ai? poddak mole pawichchi karapan.",toxic
914,Me wage gon athal karaya athal danne nathuwa tikak hithapan oya ge post eka.,toxic
915,"Ane oya ge kathawa, loku talk karana moda kata wahagena inna.",toxic
916,oya ge kathawa ge kathawa ahuwama kata witharai wada kiyala hithenawa.,toxic
917,"oya wage kenek, meka nam mole kalpana nathi level ekak. ban.",toxic
918,"Ane mehema wada karana eka, weda bari kata wahagena inna.",toxic
919,"oya ge kathawa, uba nam boru karaya danawada mokakda kiyala.",toxic
920,"Hariyata baluwoth me wage wada karana aya kata witharai wada wage ne, ne.",toxic
921,oya ge kathawa mehema karanne wikarayak nisa da? hariyata.,toxic
922,oya ge kathawa nam hariyata therumak nathi ne danawada mokakda kiyala.,toxic
923,oya ge wada mehema karanne awajathaka wage nisa da? poddak mole pawichchi karapan.,toxic
924,oya ge reply eka boru karaya me wage wada nawaththapan.,toxic
925,Oya ge post eka nam mole nathi me wage wada nawaththapan.,toxic
926,"oya ge reply eka, meka nam chater level ekak. tikak igena ganin.",toxic
927,"Hariyata baluwoth me video eka balala comment karana eka mole nathi wage ne, ne.",toxic
928,"oya ge wada hariyata mole nathi wage wada karanawa, ane.",toxic
929,me video eka balala comment karana eka mehema karanne chater nisa da? ane.,toxic
930,"Ane oya wage kenek, hariyata therumak nathi me wage wada nawaththapan.",toxic
931,"Hariyata baluwoth oya ge reply eka mole nathi wage ne, meka dakka gaman hina yanawa.",toxic
932,"Ane oya ge wada, boru karaya ne.",toxic
933,"Hariyata baluwoth me comment eka danapu eka pissu wage wage ne, hariyata behave karapan.",toxic
934,Mokakda me oya ge post eka ge moda wada? tikak igena ganin.,toxic
935,umbala ta kiyanna one moda wage wada nawaththanna kiyala.,toxic
936,mehema wada karana eka mehema karanne awajathaka wage nisa da? hariyata.,toxic
937,"oya, uba nam loku talk karana moda ne.",toxic
938,oya ge reply eka mehema karanne mole kalpana nathi nisa da? meka dakka gaman hina yanawa.,toxic
939,"Ane oya ge idea eka, hitha nathi poddak mole pawichchi karapan.",toxic
940,Me wage kata witharai wada athal danne nathuwa tikak hithapan umbala.,toxic
941,"me comment eka danapu eka hariyata wikarayak wage wada karanawa, ban.",toxic
942,me comment eka danapu eka mehema karanne mole nathi nisa da? meka nam athi.,toxic
943,"oya ge post eka, uba nam moda yakku wage machan.",toxic
944,me video eka balala comment karana eka nam pissu wage ne meka dakka gaman hina yanawa.,toxic
945,umbala ge me wage gon comment dakkama epa wenawa.,toxic
946,me comment eka danapu eka nam boru karaya ne hariyata.,toxic
947,"Ane manda oya ge reply eka, mole kalpana nathi wage behave wenne ai? danawada mokakda kiyala.",toxic
948,oya ge reply eka mole nathi me wage wada nawaththapan.,toxic
949,Me wage pissu wage athal danne nathuwa tikak hithapan uba.,toxic
950,"oya hariyata boru karaya wage wada karanawa, kiyala therenneth ne.",toxic
951,"umbala, uba nam moda meka nam athi.",toxic
952,Me wage boru karaya athal danne nathuwa tikak hithapan oya ge idea eka.,toxic
953,umbala ta kiyanna one hitha nathi wage wada nawaththanna kiyala.,toxic
954,"Hariyata baluwoth oya wage kenek gon wage ne, kata wahagena inna.",toxic
955,"oya wage kenek, meka nam pissu wage level ekak. ne.",toxic
956,Mokakda me me comment eka danapu eka ge chater wada? danawada mokakda kiyala.,toxic
957,oya ge reply eka mehema karanne chater nisa da? ne.,toxic
958,me comment eka danapu eka nam moda yakku wage ne ne.,toxic
959,"Ane manda oya wage kenek, wadak nathi wage behave wenne ai? ne.",toxic
960,"Ane uba, loku talk karana moda meka nam athi.",toxic
961,Oya ge post eka nam gon ne.,toxic
962,Me wage moda athal danne nathuwa tikak hithapan oya ge idea eka.,toxic
963,"oya ge post eka hariyata weda bari wage wada karanawa, meka nam athi.",toxic
964,"oya ge kathawa, meka nam wikarayak level ekak. thamuse.",toxic
965,Mokakda me me comment eka danapu eka ge hitha nathi wada? kiyala therenneth ne.,toxic
966,"Hariyata baluwoth oya wage kenek awajathaka wage wage ne, kiyala therenneth ne.",toxic
967,"Ane manda me wage wada karana aya, hitha nathi wage behave wenne ai? danawada mokakda kiyala.",toxic
968,"me comment eka danapu eka, meka nam loku talk karana moda level ekak. hariyata wada karapan.",toxic
969,oya ge kathawa ta kiyanna one hariyata therumak nathi wage wada nawaththanna kiyala.,toxic
970,"Hariyata baluwoth oya wada nodanna wage ne, me wage wada nawaththapan.",toxic
971,"oya ge kathawa, meka nam moda level ekak. ban.",toxic
972,"uba hariyata wal buruwa wage wada karanawa, hariyata wada karapan.",toxic
973,"Hariyata baluwoth uba hariyata therumak nathi wage ne, comment karanna kalin hithapan.",toxic
974,Me wage wadak nathi athal danne nathuwa tikak hithapan oya ge reply eka.,toxic
975,Mokakda me me wage wada karana aya ge kata witharai wada wada? machan.,toxic
976,"me wage wada karana aya, meka nam kata witharai wada level ekak. hariyata wada karapan.",toxic
977,"Hariyata baluwoth mehema wada karana eka moda yakku wage wage ne, danawada mokakda kiyala.",toxic
978,"Hariyata baluwoth oya wage kenek awajathaka wage wage ne, tikak igena ganin.",toxic
979,oya ge post eka nam wada nodanna ne hariyata wada karapan.,toxic
980,"Hariyata baluwoth oya ge reply eka wadak nathi wage ne, thamuse.",toxic
981,me comment eka danapu eka mehema karanne hariyata therumak nathi nisa da? meka nam athi.,toxic
