sample_id,text,source_row,review_status,review_reason
SI07776,manusheeya pariwarthanaya matha randa pawathina ekak oba asala wadi wee sitina wishayaya,7777,pending,
SI07777,yanthraya kriya karanne eya nam yanthraya kriya karanne eyayi,7778,pending,
SI07778,prashna keeyak dahathunak gaththada,7779,pending,
SI07779,samanyayen [Unkown] mahathata prashna keeyak awashya weda paha samaharawita hayak,7780,needs_review,partial_unknown_marker
SI07780,eka minisekuta metharam bim pramanayak nuwanin awaranaya karanne keseda [Unkown],7781,needs_review,partial_unknown_marker
SI07781,oba ma samanga rendee nositinne nam apata newatha anupiliwela arambha kireemata siduwanu etha [Unkown] awadhanaya yomu karanna mama ese nowana bawa oba danne keseda [Unkown],7782,needs_review,partial_unknown_marker
SI07782,mama nowana bawa oba danne keseda oba mata mehi dekiya heki uththejanayata prathichara nodakwana bawa mata kiyaweemak nolebe,7783,pending,
SI07783,mata mehi dekiya heki [Unkown] oba prathichara nodakwayi mata kiyaweemak lebenne netha mata meya epa wee etha,7784,needs_review,partial_unknown_marker
SI07784,mata meka godak durata epa wela,7785,pending,
SI07785,mama pareekshana karana wita mama nosansun wenawa,7786,pending,
SI07786,me wasare denatamath [Unkown] [Unkown] pareekshanayak pawathwa etha namuth mata kisi witekath prathikriya welawak nothibeema meyata sadhakayak yeyi mama nosithami ebewin karunakara obata hekithak ikmanin pilithuru deemata awadhanaya yomu karanna,7787,needs_review,partial_unknown_marker
SI07787,oba kantharayaka weli dige ewidimin sitina wita oba hadisiyema bima belu wita eya kumakdeyi dakinu etha,7788,pending,
SI07788,mona [Unkown] wenasak nethi kantharaya sampurnayenma [Unkown],7789,needs_review,partial_unknown_marker
SI07789,eya sampurnayenma upakalpitha kantharaya kumakda yanna kisidu wenasak nokarayi namuth mama ehi sitinne keseda [Unkown],7790,needs_review,partial_unknown_marker
SI07790,kesbewa yanu kumakdeyi danne kesbewa ya,7791,pending,
SI07791,eththa washayenma kesbewa yanu kumakdeyi oba dannawa,7792,pending,
SI07792,eththa washayenma ekama de,7793,pending,
SI07793,ekama de mama kawadawath kesbewek dekala nehe,7794,pending,
SI07794,namuth oba adahas karanne kumakdeyi mata wetahenawa oba pahalata gos kesbewa uge pitupasa liyo matha peralanawa,7795,pending,
SI07795,[Unkown] kiyanne mama udaw karanne nehe kiyala mama kiyanne oya udaw karanne neththe eyi e liyon kiyala,7796,needs_review,partial_unknown_marker
SI07796,oyata gedara yanna ona mata ekak ne,7797,pending,
SI07797,oba mage trak rathaye sitiye keseda mama wehesata pathwa siti athara yamata thenak nothibuni,7798,pending,
SI07798,ko oyage kattiya dala giya,7799,pending,
SI07799,owun mithuran gena ethi de athheriya,7800,pending,
SI07800,mithuran gena kumak kiwa hekida mata samahara aya sitina namuth owun newathee sitinne kohedeyi mata soya beliya yuthuya,7801,pending,
SI07801,api ekinekata hondatama baya wuna neda api wishwasa kala,7802,pending,
SI07802,obata mage sthanayata yamata awashya nam mata dewal thibe oba eya kiyayi kiya mama balaporoththu wuna,7803,pending,
SI07803,mata badaginiyi obata mage sthanayata yamata awashya nam mata dewal thibe,7804,pending,
SI07804,mokada karanne oya mawa baya kala,7805,pending,
SI07805,oba wada honda penuma wada honda ya,7806,pending,
SI07806,wada lassanayi,7807,pending,
SI07807,oba mema godanegille jeewath wanne obama ya ow mama den mehi jeewath wanne thaniwamayi,7808,pending,
SI07808,[Unkown] [Unkown] mokakda e,7809,needs_review,partial_unknown_marker
SI07809,mokada mage granthi ikmanin wayasata yanawa,7810,pending,
SI07810,mage granthi ikmanin wayasata yanne oba thawamath mehi sitinne ebewini,7811,pending,
SI07811,oba thawamath mehi sitinne ebewini ow mata pareekshanaya samath weemata noheki wiya,7812,pending,
SI07812,ah oba obe mithuran alla gannawa eththa washayenma mama owunta ada rathriye kireemata weda kihipayak thibe namuth owun heta enu etha,7813,pending,
SI07813,sebasthiyan onewata wada pitathata yamata kemathi netha mama mehi boho prathipadana thabami,7814,pending,
SI07814,oba sithanne kumak nisa oba siyallanma paripurnayi,7815,pending,
SI07815,oh den eya oba kemathi wishishta ekak,7816,pending,
SI07816,me mage aluth mithura mama edam [Unkown],7817,needs_review,partial_unknown_marker
SI07817,mama edam webar ohu eththatama [Unkown],7818,needs_review,partial_unknown_marker
SI07818,oya wihilu karanawa ne mama mage amma mata igennuwe nehe,7819,pending,
SI07819,ne mama neweyi mage amma mata igennuwe oyage amma narthana shilpiniyak kiyala,7820,pending,
SI07820,obe mawa narthana shilpiniyak wu eya narthana shilpiniyak wana athara oba eyata boho seyin kemathiyi api natamu,7821,pending,
SI07821,mama neena [Unkown] edam kohomada oyata karanne,7822,needs_review,partial_unknown_marker
SI07822,[Unkown] [Unkown] wenasak etha edam mama obawa mage sahakaru brawun mahathata handunwa deemata kemathiyi,7823,needs_review,partial_unknown_marker
SI07823,oba apa samanga pemineemata apata awashyaya ewita apata obe athdekeem gena thawath katha kala hekiya,7824,pending,
SI07824,mage karyalayata enna,7825,pending,
SI07825,mage karyalaya kopamana [Unkown],7826,needs_review,partial_unknown_marker
SI07826,eya kopamana kalayak randa pawatheeda yanna,7827,pending,
SI07827,api mulinma katha karamu edam ow amme,7828,pending,
SI07828,mage hotal kamaraye yathura obata mage besbol kadpath laba geneemata awashyayi karunakara mage bilpatha geweemata waga bala ganna tharunaya ethenama nawathwanna,7829,pending,
SI07829,oya kohomada mama hondin karanne edam oya kohomada oyata honda karanne,7830,pending,
SI07830,namuth mata obage ema kola pehethi kreeda kabaya maga heree etha,7831,pending,
SI07831,obata bohoma sthuthiyi namuth klif eya mage asanaya wana athara mama [Unkown] mathpen panaya karamin sitiyemi,7832,needs_review,partial_unknown_marker
SI07832,ane ayiye me [Unkown] samawenna,7833,needs_review,partial_unknown_marker
SI07833,mata samawenna saha kakul kakul thattam saha hisakes hondin noweda saha nogemburu menma nogemburu mama nogemburu,7834,pending,
SI07834,samahara wita api kisiseth satan nokala yuthuyi satan itha nomeru eya nisekawama mama oba samanga sampurnayenma ekangayi,7835,pending,
SI07835,eya nisekawama mama oba samanga sampurnayenma ekanga wemi mama pitathwa yamata pera,7836,pending,
SI07836,[Unkown] [Unkown] [Unkown] oba pransha jathikayek,7837,needs_review,partial_unknown_marker
SI07837,oba pransha [Unkown] mama nagarayen pitatha sita pemini kenekda mama mehi wyaparayak sandaha pemina sitimi,7838,needs_review,partial_unknown_marker
SI07838,methanin yanna epa oya methanin yanna,7839,pending,
SI07839,enna [Unkown] mama obawa kelawarata gena yannam ow amme namuth mage nama edam,7840,needs_review,partial_unknown_marker
SI07840,api koheda yanne api mama gedara yanawa saha ema kabayen winishchaya karanawa mama kiyanawa oba newatha babar widyalayata ya yuthuyi,7841,pending,
SI07841,api gedara gihin e kabayen winishchaya karanawa mama kiyanawa oya apahu babar widyalayata yanna one mama nethiwela,7842,pending,
SI07842,ne mata nethi una oya nethi una,7843,pending,
SI07843,oya nethiwuna kiyanna mama nisa oyage rassawa nethi wunada kiyala,7844,pending,
SI07844,mama nisa oyata oyage rassawa nethi wunada eka amathaka karanna mata e thakkadiya wenuwen weda kireema asaneepayi,7845,pending,
SI07845,eka amathaka karanna mata e [Unkown] [Unkown] wenuwen weda kireema asaneepayi,7846,needs_review,partial_unknown_marker
SI07846,oyata mokada wela thiyenne kiyala mata manasika pinthurayak thibuna,7847,pending,
SI07847,mata mewa ganna methana manasika pinthurayak thibuna,7848,pending,
SI07848,[Unkown] buddhimath kathawe [Unkown] hekiyawa ethi ewideeme [Unkown] [Unkown] ju weema,7849,needs_review,partial_unknown_marker
SI07849,eya ma puduma nowanne eyi ese nowanne mandeyi mama nodanimi,7850,pending,
SI07850,hondayi mama hithanne mama tikak manasika rogiyek nisa mata me de thiyenawa eka hondayi,7851,pending,
SI07851,mama bas rathayaka awa eyi eka mawa puduma karanne [Unkown],7852,needs_review,partial_unknown_marker
SI07852,oya koheda inne niwadu thanayama ow ow niwadu thanayama eka hariyatama hari,7853,pending,
SI07853,ow ow niwadu thanayama eka hariyatama hari balanna mama manasikawa sampurnayen neweyi godak durata eka godak hondayi neda,7854,pending,
SI07854,balanna mama sampurnayenma manasika nowana namuth eya itha honda deyak nowe eya puduma sahagathayi,7855,pending,
SI07855,eya puduma sahagathayi ow sthuthiyi kese ho obata nengeemata bas rathayak gena anaweki kiyanna,7856,pending,
SI07856,ow sthuthiyi kohomahari oyata yanna bas ekak kiyanna mata ida denna oyata kar ekak thiyenawada kiyala,7857,pending,
SI07857,obata motar rathayak thibeda mama obawa ehi regena yanne netha uthuru emarikawe anka eke sonduru reethiya motar rathaye aganthukayan netha,7858,pending,
SI07858,mama obawa ehi regena noyami uthuru emarikawe anka eke sonduriya reethiya motar rathaye aganthukayan netha eya obata wada honda hengeemak ethi karayi nam ma sathuwa thuwakkuwak netha,7859,pending,
SI07859,eya obata wada honda hengeemak ethi karayi nam ma langa thuwakkuwak netha,7860,pending,
SI07860,mata samawenna mama weradi deyak kiwwata karunakara mata samawenna magen eth wenna,7861,pending,
SI07861,rojars [Unkown] ohu obe siyalla mama ohuwa allagena sitiyemi,7862,needs_review,partial_unknown_marker
SI07862,mata obe abhyawakasha newa thula bhauthikawa gatha yuthu netha,7863,pending,
SI07863,hek ne mokakda hari mona [Unkown] oya deel ekak gaththe,7864,needs_review,partial_unknown_marker
SI07864,ithin mistar [Unkown] obe palamu wathawata adhiwegee margaye eya [Unkown] edam webar,7865,needs_review,partial_unknown_marker
SI07865,inna eya kumakda [Unkown],7866,needs_review,partial_unknown_marker
SI07866,mama dumriya sthanaya wenas kalahoth eya webar edam [Unkown] manasa we,7867,needs_review,partial_unknown_marker
SI07867,eya kumakda eya peree,7868,pending,
SI07868,[Unkown] [Unkown] oya eyata apahu yanna dunna hari hari hari sehelluwen inna,7869,needs_review,partial_unknown_marker
SI07869,kohomada ane mama merenne,7870,pending,
SI07870,ane mata meken merenna puluwan,7871,pending,
SI07871,mekata wada ow me kotasa ahanna methanin thamayi meka eththatama patan ganne,7872,pending,
SI07872,ow me kotasata sawan denna oba thuwakkuwaka ek biyakaru putheki,7873,pending,
SI07873,eyi oya mokada karanne mama keti margayak dannawa,7874,pending,
SI07874,jee [Unkown] oya wegaya adu karanna mata ekata udaw karanna behe [Unkown] komo hema witama mata meya karayi mama godak kalabala wenawa,7875,needs_review,partial_unknown_marker
SI07875,eka hari pudumayi mata mage jeewithe kawadawath ehema deyak denila ne ow methanath oyage gaman malla amathaka karanna epa,7876,pending,
SI07876,mata be eka oyage eka ganna aparade,7877,pending,
SI07877,eyi oya ehema karanne mama thawama [Unkown] nehe,7878,needs_review,partial_unknown_marker
SI07878,mama thawama [Unkown] netha hondayi obe pemineema boho kalayak bhukthi windinna,7879,needs_review,partial_unknown_marker
SI07879,inna hawasa karunakara inna karunakara mawa anugamanaya karanna epa eka karanna epa,7880,pending,
SI07880,mama denagena hitiya meka wenawa kiyala oya nethiwuna balu petiyek wage mata karunakarala mata eka thathparayak katha karanna,7881,pending,
SI07881,oyata puluwanda karunakarala mata eka thathparayak katha karanna hari macho,7882,pending,
SI07882,warnayen rupawahiniya nerambeema heyi warnayen wihiluwak nowe,7883,pending,
SI07883,heyi wihiluwak ne patin mage hadawatha haras karala merenna balaporoththu wenawa,7884,pending,
SI07884,balanna eyi eka kawadawath hariyanne neththe kiyala,7885,pending,
SI07885,eyi eka kawadawath hariyanne neththe oyatayi minissuntayi eyi magula danne,7886,pending,
SI07886,eyi mama mokada karanne kiyala wedata yanna epa,7887,pending,
SI07887,hondayi owun thawamath kusaginne netha namuth owunta udaw awashya wanne obata ma kopamana kalayak awashya weda [Unkown],7888,needs_review,partial_unknown_marker
SI07888,obata ma sathi dekak kopamana kalayak awashya wewida [Unkown],7889,needs_review,partial_unknown_marker
SI07889,sathi dekak padiya keeyada,7890,pending,
SI07890,wetupa kumakda sadharana kumakda,7891,pending,
SI07891,mama sathiyakata aduma tharamin dahasakwath upaya geneema kotharam sadharanada [Unkown],7892,needs_review,partial_unknown_marker
SI07892,eyi owun [Unkown] gammiris walata kemathi [Unkown] [Unkown] wenuwata kiri ho wenath yamak miladee noganne,7893,needs_review,partial_unknown_marker
SI07893,owun me aya wana [Unkown] [Unkown] walata kemathiyi,7894,needs_review,partial_unknown_marker
SI07894,kawuda me minissu mage ammayi thaththayi,7895,pending,
SI07895,mage ammayi thaththayi harima wihilu buddhimath buruwa,7896,pending,
SI07896,itha wihilu smart buruwa he payippa dumkola mata me siyalla awashya wanu etha me idimeema,7897,pending,
SI07897,heta ude atata oyawa ganna he oya dannawada mama kalpana kala kiyala,7898,pending,
SI07898,apata harak mas saha kukulu mas sandaha sheetha kala trak rathayak kuliyata geneemata sidu wanu etha eya obe jeewithaya wana athara eya dedee we,7899,pending,
SI07899,eya obage jeewithaya wana athara eya manaram deyak wana athara mama hithanne apata thawath [Unkown] awashya wanu etha,7900,needs_review,partial_unknown_marker
SI07900,mama hithanne api thawath [Unkown] [Unkown] nehe api thawath besbol kadpathak wikunanawa,7901,needs_review,partial_unknown_marker
SI07901,prashnayak ne api thawath besbol kad ekak [Unkown] oya dannawane ewata pissu hedenne ne eth mata oya nethuwa paluyi,7902,needs_review,partial_unknown_marker
SI07902,sthuthiyi saha mama oba saha mama anumana karanawa,7903,pending,
SI07903,thawath deyak thibe eya nam kireemata oba mata udaw kireemata mama kemathiyi,7904,pending,
SI07904,eya hondin nam meya tikak pissu wete,7905,pending,
SI07905,hondayi meka tikak pissu wage kiyala mata wishwasayi ehema weyi kiyala,7906,pending,
SI07906,oh mata wishwasayi eya ewita eya amathaka wanu etha,7907,pending,
SI07907,ehenam eka amathaka karanna epa ne mata samawenna e mokakda kiyala,7908,pending,
SI07908,ne ne mata samawenna me mokakda mata,7909,pending,
SI07909,mokada mata wiwaha wenna ona nisa,7910,pending,
SI07910,meka mata oyage bahirawaya kiyala hithannako,7911,pending,
SI07911,mata thaniyama inna ona ne oyata thanikadawa inna puluwan saha thaniyama wiwaha dashta kireem neweyi,7912,pending,
SI07912,oba thanikadawa sitiya heki athara thaniyama nowe wiwaha katagesma kumakda [Unkown],7913,needs_review,partial_unknown_marker
SI07913,loku eka mokakda bayit karanawa,7914,pending,
SI07914,eka karana loku eka,7915,pending,
SI07915,dikkasada wu mage sahodariyangen ho dikkasada wu mage mawagen saha thaththagen asana bawa sema kenekuma danna bawa mama dena sitiye netha,7916,pending,
SI07916,mage dikkasada wu sahodariyangen asanna ho mage dikkasada wu ammagen saha thaththagen asanna owun siyalloma dikkasada wee ethi bawa kawuruth danithi,7917,pending,
SI07917,owun siyallanma dikkasada wee etha sema kenekuma dikkasada wee etha,7918,pending,
SI07918,hemoma dikkasada wela issara ehema wune nehe,7919,pending,
SI07919,issara ehema une ne mama danne ne oya mona wage [Unkown] hoyanne kiyala,7920,needs_review,partial_unknown_marker
SI07920,oba wikthi nowana kanthawak soyanne kumana akaraye [Unkown] mama nodanimi,7921,needs_review,partial_unknown_marker
SI07921,wikthi nowana ekek ballo ne hari hari,7922,pending,
SI07922,ballo ne hah hari puluwan nam mama kemathi [Unkown] kenekwa bandinna,7923,needs_review,partial_unknown_marker
SI07923,sathi dekakin obata eyawa awashya wanne kawadada [Unkown],7924,needs_review,partial_unknown_marker
SI07924,eththa washayenma api e gena tikak pasuwa katha karamu,7925,pending,
SI07925,eththenma sthuthiyi,7926,pending,
SI07926,pitathata yanna enjima thawamath dhawanaya we,7927,pending,
SI07927,den eliyata yanna ow amme,7928,pending,
SI07928,ow amme oka nawaththanna amme jarawa,7929,pending,
SI07929,oba apawa mara demeemata asannawa ethi bawa mama obata keewemi mama meeta pera kisi dineka elawa netha,7930,pending,
SI07930,mama oyata kiwwa mama meeta kalin kawadawath elewwe nehe aye kawadawath elawanne nehe kiyala,7931,pending,
SI07931,aye kawadawath elawanna epa oya kiwwa lesiyi kiyala,7932,pending,
SI07932,oya kiwwa lesiyi kiyala mama weradiyi kiyala,7933,pending,
SI07933,mata weraduna meka oyage gedarada,7934,pending,
SI07934,menna oba shempen koktel ekak sthuthiyi [Unkown],7935,needs_review,partial_unknown_marker
SI07935,sthuthiyi [Unkown] mama hithuwe [Unkown] witharayi oya dewal biwwe kiyala,7936,needs_review,partial_unknown_marker
SI07936,mama hithuwe [Unkown] witharayi oya dewal bonne kiyala mama dannawa amma aniwaryayenma ewata kemathi kiyala,7937,needs_review,partial_unknown_marker
SI07937,ow hari ethanata thamayi oya kello hoyanna yanne eya [Unkown] nisa oyata hondayi,7938,needs_review,partial_unknown_marker
SI07938,ohu koheda giye obe pilithuru ohuge pariganakaye pareeksha kireematayi,7939,pending,
SI07939,ohu pariganakayak ethi ohuge pariganakaye obe pilithuru pareeksha kireemata gos etha,7940,pending,
SI07940,niwase netha api eya pitupasa midule thabamu eththa washayenma eya niwase etha,7941,pending,
SI07941,nehe api eya pitupasa midule thabamu eya niwase etha karunakara mata samawenna,7942,pending,
SI07942,karunakara mata samawa diya hekida [Unkown],7943,needs_review,partial_unknown_marker
SI07943,hari ithin oya monawada balanne,7944,pending,
SI07944,wot [Unkown] sawan deemata uthsaha karanne kumakdeyi sithanne [Unkown] [Unkown] hip hop yuro kasala,7945,needs_review,partial_unknown_marker
SI07945,yata kalisama endagena inna kena kammeliyi,7946,pending,
SI07946,obe dakunu atha allagena siteema gena kumak kiwa hekida [Unkown],7947,needs_review,partial_unknown_marker
SI07947,eyi ewa oya ahala thiyenawada eyata wessen goda enna tharam therumak ne kiyana kiyamana,7948,pending,
SI07948,ow wihiluwak ne ahanna oyata thamath ada re kellawa dadayam karanna yanna ona mama aniwaryenma karanawa,7949,pending,
SI07949,mama aniwaryayenma kamak nehe namuth oba dannawa obata birindak soya geneeme mema wyaparaya eya ekthara akarayaka wihiluwak bawa oba sithanne nedda,7950,pending,
SI07950,hondayi namuth oba dannawa obata birindak soya geneeme mema wyaparaya eya ekthara akarayaka hasyajanaka deyak bawa oba sithanne nedda eya ese nowe,7951,pending,
SI07951,ne ow eka neweyi e pemwathiyak wenna puluwan namuth mama adahas kale birindak,7952,pending,
SI07952,oya mage yaluwa nisama eka karanawada mage hondama yaluwa hondayi ow hari,7953,pending,
SI07953,mage karunawantha mema sthanaya wishmayata path nowana deyak,7954,pending,
SI07954,ne pissu ne mata pissu wageda,7955,pending,
SI07955,pradarshanaya kireema nawathwanna api wyaparayata ayubowan,7956,pending,
SI07956,mama hithuwe mama methana inne e genu ayawa munagehenna neweyi kiyala,7957,pending,
SI07957,mama eyata kemathi nehe,7958,pending,
SI07958,mama eyata kemathi athara etharam pehediliwa nositinna,7959,pending,
SI07959,oba enawum kale kumakda eya rob royi itha janapriya panayak bawa mama keewemi,7960,pending,
SI07960,eyi mama hithanne eya itha [Unkown] edam eya [Unkown] ege pura liya etha [Unkown] yanu kumakdeyi oba dannawa neda oba,7961,needs_review,partial_unknown_marker
SI07961,hari mama ekata kemathiyi ow penirasa eka danna honda kramayak,7962,pending,
SI07962,ow mihiri eya eya prakasha kireeme kadima kramayaki mama eyawa munagesena wita mihiri manga hereemata ma kiyanne kumakda [Unkown],7963,needs_review,partial_unknown_marker
SI07963,eya wihiluwak wiya heki namuth eya kriyathmaka wanne elesayi,7964,pending,
SI07964,ow yanna puluwan kiyanna halo romiyo mata nirogee wikthi nowana kenek wage kamak nehe hari saha mama monawada kiyanne,7965,pending,
SI07965,hari hari saha mama monawada kiyanne awashya nam puduma sahagatha ha hasyajanaka boruwak kiyanna,7966,pending,
SI07966,romiyo saha juliyat mama awasanaye ha [Unkown] [Unkown] welapuna,7967,needs_review,partial_unknown_marker
SI07967,eyi oya ekaparatama math ekka tharaha wune mathkawa wenas karanna epa mata oya gena eththa kiyanna,7968,pending,
SI07968,mata oba kawuda saha oba eththatama sitinne kumak deyi hariyatama dena geneemata awashyayi mama [Unkown] dee obata sampurna de kiyannam,7969,needs_review,partial_unknown_marker
SI07969,mama obata dos nokiyami mata samawenna,7970,pending,
SI07970,mamath yanawa namuth mama yanawa,7971,pending,
SI07971,mawa baya karanna epa eyi moda bellige putha mata eththatama samawenna,7972,pending,
SI07972,mama dannawa saha mata eththatama kanagatuyi oba obata sthuthiwantha wiya yuthuyi mage hadawatha mage belle,7973,pending,
SI07973,oba mata ida dunnoth mata balanna puluwan mama kora wenawa eya ketharam [Unkown] yanna meya jeewithayata nam kumak kala yuthuda,7974,needs_review,partial_unknown_marker
SI07974,balanna mama kora wenawa eya ketharam [Unkown] yanna meya jeewithayata nam mama prathamadhara danimi,7975,needs_review,partial_unknown_marker
SI07975,mama [Unkown] wetha giya athara eya itha aganthuka sathkarayata lediyi oba eya handunwanne eyayi,7976,needs_review,partial_unknown_marker
SI07976,prathamadhara obata wada honda bawa mama hondin danimi,7977,pending,
SI07977,ah hah edam ow ewa,7978,pending,
SI07978,ow hawasa mata oya apahu hotalayata yanna ona den mama oyata keb ekak kiyannam,7979,pending,
SI07979,mata oba den newatha hotalayata yamata awashyayi mama obata keb rathayak amathannam eththenma mama me peyedee mehi nositiya yuthuyi,7980,pending,
SI07980,kohethma netha ada rathriyata saha mage palamu sathuta [Unkown] sthuthiyi,7981,needs_review,partial_unknown_marker
SI07981,mage sathuta eya awama washayen ahasa tharam honda wiya,7982,pending,
SI07982,eya awama washayen ahasa tharam honda wiya,7983,pending,
SI07983,eththenma hari mama hithanne sagarayata wada hondayi,7984,pending,
SI07984,saha mama hithanne sagarayata wada hondayi mama honda rathriyak,7985,pending,
SI07985,[Unkown] [Unkown] [Unkown] [Unkown] me ah,7986,needs_review,partial_unknown_marker
SI07986,edam oba doktar [Unkown] samanga ya yuthuya eya obata hondama de hondama de oba ese keewoth mama porondu wemi,7987,needs_review,partial_unknown_marker
SI07987,oba ese yeyi kiyanne nam hari ewa,7988,pending,
SI07988,apita me wede karanna puluwan edam mawa wishwasa karanna mama mage ammage e wage dewal karanna godak dakshayi,7989,pending,
SI07989,eya upandina kek ekakda ow,7990,pending,
SI07990,ow eka [Unkown] [Unkown] [Unkown],7991,needs_review,partial_unknown_marker
SI07991,suba [Unkown] mata mema hotalaye rendee siteemata avashya karunakara karunakara meya purawanna ewita mata kadpathak [Unkown],7992,needs_review,partial_unknown_marker
SI07992,ow sar eththenma,7993,pending,
SI07993,oba [Unkown] ow ow swameeni ow ane ow eth eeye re kaha patin apu eka ko,7994,needs_review,partial_unknown_marker
SI07994,ow ow swameeni ow ane ow eth ko eeye re apu eka okkoma kaha patin okkoma kaha patin aho e mage thaththa,7995,pending,
SI07995,mata den yanna wenawa eththa washayenma oba karanna mama mehi newathee yagna karannam,7996,pending,
SI07996,eththa washayenma oba karanna mama mehi newathee yachkna karannemi eya semawitama honda adahasaki oba mudal tikak kemathida mata eyin wishala mudalak thibe,7997,pending,
SI07997,eya semawitama honda adahasaki oba yam mudalak kemathida mata eya wishala mudalak thibe netha mata thawaduratath mudal awashya netha mama den eya dakimi,7998,pending,
SI07998,nehe mata thawath mudal awashya nehe mama den methanin yanne kohomada kiyala,7999,pending,
SI07999,mama kohomada methanin yanne issaraha dora erala oya apahu enawada,8000,pending,
SI08000,idiripasa dora wiwthayi oba apasu eyi mama porondu wemi,8001,pending,
SI08001,apata awashya sema deyakma pahe ma sathuwa ethi athara apata kalin hamu wu me lassana minisa agaradaguru [Unkown],8002,needs_review,partial_unknown_marker
SI08002,owun lassanayi mata owunwa wishwasa karanna puluwanda den api ape pransha wibhagayata yamu,8003,pending,
SI08003,shuwar den api ape pransha wibhaga lathin wibhagayata yamu thaththe ada angaharuwada,8004,pending,
SI08004,lathin wibhagaye thaththa eya oba niweradiwa angaharuwada yalith warak angaharuwada eya noweda [Unkown],8005,needs_review,partial_unknown_marker
SI08005,oba hari den angaharuwada denatamath kalaya piyasara karayi eya [Unkown] [Unkown] nowe,8006,needs_review,partial_unknown_marker
SI08010,mewa apuruyi eya mage sampurna besbol ekathuwa den obe ya,8011,pending,
SI08011,eya mage sampurna besbol ekathuwa eya den obe besbol yanu kumakda [Unkown],8012,needs_review,partial_unknown_marker
SI08012,besbol yanu kumakda puthe eya kreedawaki mata eya itha pahasuwen pehedili kala hekiya [Unkown] ekak thibe,8013,needs_review,partial_unknown_marker
SI08013,eka kreedawak putha mata eka harima lesiyen pehedili karanna puluwan chithrayak wage pichchar ekak thiyenawa,8014,pending,
SI08014,hariyata chithrayak ne putha pichchar ekak wage,8015,pending,
SI08015,ne puthe ammage ekek wage pichchar ekak,8016,pending,
SI08016,amma kenek wage piththak thiyena minihekuta bolaya wisi karana minihek innawa neda,8017,pending,
SI08017,nishachara piyambana ksheerapayee piththak ethi minisekuta panduwa wisi karana minisek netha,8018,pending,
SI08018,nishachara piyambana ksheerapayee sathwaya wadi wee netha,8019,pending,
SI08019,mokada eyawa [Unkown] balen eliyata danawa eka balawegayak ehenam mokatada ethanata yanne,8020,needs_review,partial_unknown_marker
SI08020,esenam ohu ehi ya yuththe eyi [Unkown],8021,needs_review,partial_unknown_marker
SI08021,sthuthiyi amme sthuthiyi thaththe itipandam niwanna,8022,pending,
SI08022,ane puthe jekat ekak oyage amma thaniyama heduwa,8023,pending,
SI08023,oyage amma wihiluwak nokara thaniyama eka kala,8024,pending,
SI08024,shuddha gawaya mokakda me oyage [Unkown] sapaththu mama ewa prathinirmanaya kala mama hithanne me nawa nirmanaya meetath wada hondin kriyathmaka wewi,8025,needs_review,partial_unknown_marker
SI08025,obe [Unkown] [Unkown] mama ewa prathinirmanaya kalemi mema nawa nirmanaya meetath wada hondin kriyathmaka wanu etheyi mama sithami mewa eththa washayenma idimee etha mama adahas karanne idimeema,8026,needs_review,partial_unknown_marker
SI08026,hondayi api yamuda puthe api rathriya enathuru bala sitimu,8027,pending,
SI08027,helan thomas [Unkown] samahara wita api tikak wela methana indala ethi karunakara samawenna eyage pransha jarawa kiyanne pransha wachanayak,8028,needs_review,partial_unknown_marker
SI08028,adam amathaka karanna epa amathaka karanna epa ow thaththa ow,8029,pending,
SI08029,ow thaththa ow nala dumkola,8030,pending,
SI08030,nala dumkola ow sar echcharayi,8031,pending,
SI08031,wedihiti poth sappuwen wedihiti poth [Unkown] iwathwa sitinna,8032,needs_review,partial_unknown_marker
SI08032,wedihiti poth sappuwa amathaka karanna epa wisha wayuwa adshyamana eyi kiyala,8033,pending,
SI08033,wisha wayuwa adshyamana bawa amathaka karanna epa mama porondu wenawa echcharayi,8034,pending,
SI08034,mama porondu wenawa oba nirogee tharuna kanthawak soya ganne nam eyawa newatha oba samanga regena ena bawa,8035,pending,
SI08035,thawath ek deyak nam nirogee tharuniyak eya samanga eyawa newatha gena ena wita mama oba samanga newatha gena ena wita,8036,pending,
SI08036,namuth mata therenne nethi athara mama oben illa sitinne eyida yanna therum nogena mawa wishwasa karana lesayi,8037,pending,
SI08037,mama oben illa sitinne eyi puthe e eyi kiyala therum nogena mawa wishwasa karanna kiyala,8038,pending,
SI08038,ewage wasagama rus tu [Unkown] eya rusiyanu nowe eya yukreniyanu jathikayek da ege achchila seeyala mehi sankramanaya wu akaraya anuwa meya niyama putha ya,8039,needs_review,partial_unknown_marker
SI08039,obata wishwasayi sowiyat sangamaya wedi thebeemakin thorawa binda wetunu bawa seethala yuddhaya awasan wiya,8040,pending,
SI08040,dhanathmakawa sowiyat sangamaya wedi thebeemakin thorawa binda wetuni seethala yuddhaya awasan wee etha eya sema kenekuma wishwasa karayi,8041,pending,
SI08041,eka thamayi hemoma wishwasa karanne ow sar eka eththa,8042,pending,
SI08042,ow sar eka dawasaka deshapalana mandalaya api [Unkown] kiwwa de eththa,8043,needs_review,partial_unknown_marker
SI08043,deshapalana mandalaya dinak keewe kumak da api [Unkown] eya ese ya,8044,needs_review,partial_unknown_marker
SI08044,obata itha lassana siwilimak thibe mama obata siwilimata kemathiyi sthuthiyi,8045,pending,
