id,SINGLISH,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,avatar_url,original_text,text,original_label,label,clean_text,text_length,word_count,language_type,suspicious_subtitle,removal_reason,normalized_for_dedup,duplicate_flag,label_conflict,manual_review
6533,[Unkown] [Unkown] oba sewaya kara ethi itha karunika sewa [Unkown],,,,,,,,,,,[Unkown] [Unkown] oba sewaya kara ethi itha karunika sewa [Unkown],[Unkown] [Unkown] oba sewaya kara ethi itha karunika sewa [Unkown],,,[unkown] [unkown] oba sewaya kara ethi itha karunika sewa [unkown],66,10,Singlish,True,,[unkown] [unkown] oba sewaya kara ethi itha karunika sewa [unkown],False,False,True
6537,wena katada mata oba gena thorathuru laba diya hekke sewaka [Unkown] pamani,,,,,,,,,,,wena katada mata oba gena thorathuru laba diya hekke sewaka [Unkown] pamani,wena katada mata oba gena thorathuru laba diya hekke sewaka [Unkown] pamani,,,wena katada mata oba gena thorathuru laba diya hekke sewaka [unkown] pamani,75,12,Singlish,True,,wena katada mata oba gena thorathuru laba diya hekke sewaka [unkown] pamani,False,False,True
6545,mama ohuwa wewlannata [Unkown],,,,,,,,,,,mama ohuwa wewlannata [Unkown],mama ohuwa wewlannata [Unkown],,,mama ohuwa wewlannata [unkown],30,4,Singlish,True,,mama ohuwa wewlannata [unkown],False,False,True
6548,ewita oba weni [Unkown] sema kenekuma yatath wiya yuthu senin oba mata yatath we,,,,,,,,,,,ewita oba weni [Unkown] sema kenekuma yatath wiya yuthu senin oba mata yatath we,ewita oba weni [Unkown] sema kenekuma yatath wiya yuthu senin oba mata yatath we,,,ewita oba weni [unkown] sema kenekuma yatath wiya yuthu senin oba mata yatath we,80,14,Singlish,True,,ewita oba weni [unkown] sema kenekuma yatath wiya yuthu senin oba mata yatath we,False,False,True
6551,eya obe kakul pahath ayarlantha ballata sulu prabala [Unkown],,,,,,,,,,,eya obe kakul pahath ayarlantha ballata sulu prabala [Unkown],eya obe kakul pahath ayarlantha ballata sulu prabala [Unkown],,,eya obe kakul pahath ayarlantha ballata sulu prabala [unkown],61,9,Singlish,True,,eya obe kakul pahath ayarlantha ballata sulu prabala [unkown],False,False,True
6553,ese nowa oba thula ashawan upadawagath miniseku nomethi bawa ma wishwasa karanne keseda [Unkown],,,,,,,,,,,ese nowa oba thula ashawan upadawagath miniseku nomethi bawa ma wishwasa karanne keseda [Unkown],ese nowa oba thula ashawan upadawagath miniseku nomethi bawa ma wishwasa karanne keseda [Unkown],,,ese nowa oba thula ashawan upadawagath miniseku nomethi bawa ma wishwasa karanne keseda [unkown],96,14,Singlish,True,,ese nowa oba thula ashawan upadawagath miniseku nomethi bawa ma wishwasa karanne keseda [unkown],False,False,True
6567,sathi dekakin mawa kalakanniyek karanna merenakamma oyata adare karanna oyage hema [Unkown] dayaka wenna,,,,,,,,,,,sathi dekakin mawa kalakanniyek karanna merenakamma oyata adare karanna oyage hema [Unkown] dayaka wenna,sathi dekakin mawa kalakanniyek karanna merenakamma oyata adare karanna oyage hema [Unkown] dayaka wenna,,,sathi dekakin mawa kalakanniyek karanna merenakamma oyata adare karanna oyage hema [unkown] dayaka wenna,104,14,Singlish,True,,sathi dekakin mawa kalakanniyek karanna merenakamma oyata adare karanna oyage hema [unkown] dayaka wenna,False,False,True
6569,eya obata yam karunawak penweemata thora noganne nam mama gaurawanwithawa eyagen [Unkown],,,,,,,,,,,eya obata yam karunawak penweemata thora noganne nam mama gaurawanwithawa eyagen [Unkown],eya obata yam karunawak penweemata thora noganne nam mama gaurawanwithawa eyagen [Unkown],,,eya obata yam karunawak penweemata thora noganne nam mama gaurawanwithawa eyagen [unkown],89,12,Singlish,True,,eya obata yam karunawak penweemata thora noganne nam mama gaurawanwithawa eyagen [unkown],False,False,True
6571,[Unkown] aryawa oba naki moda naki modayeki,,,,,,,,,,,[Unkown] aryawa oba naki moda naki modayeki,[Unkown] aryawa oba naki moda naki modayeki,,,[unkown] aryawa oba naki moda naki modayeki,43,7,Singlish,True,,[unkown] aryawa oba naki moda naki modayeki,False,False,True
6575,mama obe sewaye sitimi mistar [Unkown] oba kopamana mudalak wiyadam kireemata kemathida [Unkown],,,,,,,,,,,mama obe sewaye sitimi mistar [Unkown] oba kopamana mudalak wiyadam kireemata kemathida [Unkown],mama obe sewaye sitimi mistar [Unkown] oba kopamana mudalak wiyadam kireemata kemathida [Unkown],,,mama obe sewaye sitimi mistar [unkown] oba kopamana mudalak wiyadam kireemata kemathida [unkown],96,13,Singlish,True,,mama obe sewaye sitimi mistar [unkown] oba kopamana mudalak wiyadam kireemata kemathida [unkown],False,False,True
6580,pasugiya masaye [Unkown] adipadawaraya [Unkown] pansiyayak wiyadam kale netha,,,,,,,,,,,pasugiya masaye [Unkown] adipadawaraya [Unkown] pansiyayak wiyadam kale netha,pasugiya masaye [Unkown] adipadawaraya [Unkown] pansiyayak wiyadam kale netha,,,pasugiya masaye [unkown] adipadawaraya [unkown] pansiyayak wiyadam kale netha,77,9,Singlish,True,,pasugiya masaye [unkown] adipadawaraya [unkown] pansiyayak wiyadam kale netha,False,False,True
6581,[Unkown] dahathunwana arl wana [Unkown] [Unkown] oba danne namen pamanakda,,,,,,,,,,,[Unkown] dahathunwana arl wana [Unkown] [Unkown] oba danne namen pamanakda,[Unkown] dahathunwana arl wana [Unkown] [Unkown] oba danne namen pamanakda,,,[unkown] dahathunwana arl wana [unkown] [unkown] oba danne namen pamanakda,74,10,Singlish,True,,[unkown] dahathunwana arl wana [unkown] [unkown] oba danne namen pamanakda,False,False,True
6584,mata me dewal kiyanna puluwan thak durata mama wishwasa karanawa [Unkown] salli sehenna dinuwa kiyala,,,,,,,,,,,mata me dewal kiyanna puluwan thak durata mama wishwasa karanawa [Unkown] salli sehenna dinuwa kiyala,mata me dewal kiyanna puluwan thak durata mama wishwasa karanawa [Unkown] salli sehenna dinuwa kiyala,,,mata me dewal kiyanna puluwan thak durata mama wishwasa karanawa [unkown] salli sehenna dinuwa kiyala,101,15,Singlish,True,,mata me dewal kiyanna puluwan thak durata mama wishwasa karanawa [unkown] salli sehenna dinuwa kiyala,False,False,True
6585,ohu yana wita [Unkown] ratin pitath kara hereemata raju theeranaya kara etha,,,,,,,,,,,ohu yana wita [Unkown] ratin pitath kara hereemata raju theeranaya kara etha,ohu yana wita [Unkown] ratin pitath kara hereemata raju theeranaya kara etha,,,ohu yana wita [unkown] ratin pitath kara hereemata raju theeranaya kara etha,76,12,Singlish,True,,ohu yana wita [unkown] ratin pitath kara hereemata raju theeranaya kara etha,False,False,True
6586,[Unkown] kumaru samanga hamuweemak kala nohekkaki kumaraya ohuta ithiri kale ema thereema pamani,,,,,,,,,,,[Unkown] kumaru samanga hamuweemak kala nohekkaki kumaraya ohuta ithiri kale ema thereema pamani,[Unkown] kumaru samanga hamuweemak kala nohekkaki kumaraya ohuta ithiri kale ema thereema pamani,,,[unkown] kumaru samanga hamuweemak kala nohekkaki kumaraya ohuta ithiri kale ema thereema pamani,96,13,Singlish,True,,[unkown] kumaru samanga hamuweemak kala nohekkaki kumaraya ohuta ithiri kale ema thereema pamani,False,False,True
6597,eya [Unkown] thaththe ow eya hondin,,,,,,,,,,,eya [Unkown] thaththe ow eya hondin,eya [Unkown] thaththe ow eya hondin,,,eya [unkown] thaththe ow eya hondin,35,6,Singlish,True,,eya [unkown] thaththe ow eya hondin,False,False,True
6602,akarshaneeya [Unkown] kalu es ethi [Unkown],,,,,,,,,,,akarshaneeya [Unkown] kalu es ethi [Unkown],akarshaneeya [Unkown] kalu es ethi [Unkown],,,akarshaneeya [unkown] kalu es ethi [unkown],43,6,Singlish,True,,akarshaneeya [unkown] kalu es ethi [unkown],False,False,True
6603,kalu es [Unkown] anduru [Unkown],,,,,,,,,,,kalu es [Unkown] anduru [Unkown],kalu es [Unkown] anduru [Unkown],,,kalu es [unkown] anduru [unkown],32,5,Singlish,True,,kalu es [unkown] anduru [unkown],False,False,True
6612,mata aduma tharame ude dahaya [Unkown] bonna puluwanda [Unkown],,,,,,,,,,,mata aduma tharame ude dahaya [Unkown] bonna puluwanda [Unkown],mata aduma tharame ude dahaya [Unkown] bonna puluwanda [Unkown],,,mata aduma tharame ude dahaya [unkown] bonna puluwanda [unkown],63,9,Singlish,True,,mata aduma tharame ude dahaya [unkown] bonna puluwanda [unkown],False,False,True
6619,oba kaleda eya [Unkown] oba modaya ohu desa balanna,,,,,,,,,,,oba kaleda eya [Unkown] oba modaya ohu desa balanna,oba kaleda eya [Unkown] oba modaya ohu desa balanna,,,oba kaleda eya [unkown] oba modaya ohu desa balanna,51,9,Singlish,True,,oba kaleda eya [unkown] oba modaya ohu desa balanna,False,False,True
6620,[Unkown] gena kumak kiwa hekida apata ya yuthu margayen ohu ehi sitinu etha,,,,,,,,,,,[Unkown] gena kumak kiwa hekida apata ya yuthu margayen ohu ehi sitinu etha,[Unkown] gena kumak kiwa hekida apata ya yuthu margayen ohu ehi sitinu etha,,,[unkown] gena kumak kiwa hekida apata ya yuthu margayen ohu ehi sitinu etha,75,13,Singlish,True,,[unkown] gena kumak kiwa hekida apata ya yuthu margayen ohu ehi sitinu etha,False,False,True
6622,meka ape pradeshayak neweyi meka kage [Unkown] kiyala kata hari mawa ehenawa,,,,,,,,,,,meka ape pradeshayak neweyi meka kage [Unkown] kiyala kata hari mawa ehenawa,meka ape pradeshayak neweyi meka kage [Unkown] kiyala kata hari mawa ehenawa,,,meka ape pradeshayak neweyi meka kage [unkown] kiyala kata hari mawa ehenawa,76,12,Singlish,True,,meka ape pradeshayak neweyi meka kage [unkown] kiyala kata hari mawa ehenawa,False,False,True
6625,pipirum [Unkown] pera ho pasuwa api wen wu bawa mama nodanimu,,,,,,,,,,,pipirum [Unkown] pera ho pasuwa api wen wu bawa mama nodanimu,pipirum [Unkown] pera ho pasuwa api wen wu bawa mama nodanimu,,,pipirum [unkown] pera ho pasuwa api wen wu bawa mama nodanimu,61,11,Singlish,True,,pipirum [unkown] pera ho pasuwa api wen wu bawa mama nodanimu,False,False,True
6630,[Unkown] [Unkown] [Unkown] [Unkown] mona magulakda kare yaluwane apita eyawa hambune mehemayi,,,,,,,,,,,[Unkown] [Unkown] [Unkown] [Unkown] mona magulakda kare yaluwane apita eyawa hambune mehemayi,[Unkown] [Unkown] [Unkown] [Unkown] mona magulakda kare yaluwane apita eyawa hambune mehemayi,,,[unkown] [unkown] [unkown] [unkown] mona magulakda kare yaluwane apita eyawa hambune mehemayi,93,12,Singlish,True,,[unkown] [unkown] [unkown] [unkown] mona magulakda kare yaluwane apita eyawa hambune mehemayi,False,False,True
6642,eyi oya [Unkown] re ekak illanne kiyala mama oyata kiyanne mokada wune kiyala,,,,,,,,,,,eyi oya [Unkown] re ekak illanne kiyala mama oyata kiyanne mokada wune kiyala,eyi oya [Unkown] re ekak illanne kiyala mama oyata kiyanne mokada wune kiyala,,,eyi oya [unkown] re ekak illanne kiyala mama oyata kiyanne mokada wune kiyala,77,13,Singlish,True,,eyi oya [unkown] re ekak illanne kiyala mama oyata kiyanne mokada wune kiyala,False,False,True
6650,mama batahirata wedi thebuwe nehe ow api dannawa [Unkown] kala kiyala,,,,,,,,,,,mama batahirata wedi thebuwe nehe ow api dannawa [Unkown] kala kiyala,mama batahirata wedi thebuwe nehe ow api dannawa [Unkown] kala kiyala,,,mama batahirata wedi thebuwe nehe ow api dannawa [unkown] kala kiyala,69,11,Singlish,True,,mama batahirata wedi thebuwe nehe ow api dannawa [unkown] kala kiyala,False,False,True
6655,oba [Unkown] jeewithaya bera gaththa misa [Unkown] jeewithaya bera gaththe netha,,,,,,,,,,,oba [Unkown] jeewithaya bera gaththa misa [Unkown] jeewithaya bera gaththe netha,oba [Unkown] jeewithaya bera gaththa misa [Unkown] jeewithaya bera gaththe netha,,,oba [unkown] jeewithaya bera gaththa misa [unkown] jeewithaya bera gaththe netha,80,11,Singlish,True,,oba [unkown] jeewithaya bera gaththa misa [unkown] jeewithaya bera gaththe netha,False,False,True
6667,ohu asaneepayen sitiye ema wewlana deya kumakda eya [Unkown] apasmaraya lesa hendinwe,,,,,,,,,,,ohu asaneepayen sitiye ema wewlana deya kumakda eya [Unkown] apasmaraya lesa hendinwe,ohu asaneepayen sitiye ema wewlana deya kumakda eya [Unkown] apasmaraya lesa hendinwe,,,ohu asaneepayen sitiye ema wewlana deya kumakda eya [unkown] apasmaraya lesa hendinwe,85,12,Singlish,True,,ohu asaneepayen sitiye ema wewlana deya kumakda eya [unkown] apasmaraya lesa hendinwe,False,False,True
6672,[Unkown] [Unkown] kebin eke thaniyama hitiya,,,,,,,,,,,[Unkown] [Unkown] kebin eke thaniyama hitiya,[Unkown] [Unkown] kebin eke thaniyama hitiya,,,[unkown] [unkown] kebin eke thaniyama hitiya,44,6,Singlish,True,,[unkown] [unkown] kebin eke thaniyama hitiya,False,False,True
6675,[Unkown] eka danne kohomada kiyala hithanne nehe,,,,,,,,,,,[Unkown] eka danne kohomada kiyala hithanne nehe,[Unkown] eka danne kohomada kiyala hithanne nehe,,,[unkown] eka danne kohomada kiyala hithanne nehe,48,7,Singlish,True,,[unkown] eka danne kohomada kiyala hithanne nehe,False,False,True
6684,kage rudhirayada je [Unkown],,,,,,,,,,,kage rudhirayada je [Unkown],kage rudhirayada je [Unkown],,,kage rudhirayada je [unkown],28,4,Singlish,True,,kage rudhirayada je [unkown],False,False,True
6691,oba nowe nam mular kawuda [Unkown],,,,,,,,,,,oba nowe nam mular kawuda [Unkown],oba nowe nam mular kawuda [Unkown],,,oba nowe nam mular kawuda [unkown],34,6,Singlish,True,,oba nowe nam mular kawuda [unkown],False,False,True
6692,[Unkown] oh enna,,,,,,,,,,,[Unkown] oh enna,[Unkown] oh enna,,,[unkown] oh enna,16,3,Singlish,True,,[unkown] oh enna,False,False,True
6695,hiragedarata yanna tharam [Unkown] [Unkown] [Unkown] eke hitiya gona,,,,,,,,,,,hiragedarata yanna tharam [Unkown] [Unkown] [Unkown] eke hitiya gona,hiragedarata yanna tharam [Unkown] [Unkown] [Unkown] eke hitiya gona,,,hiragedarata yanna tharam [unkown] [unkown] [unkown] eke hitiya gona,68,9,Singlish,True,,hiragedarata yanna tharam [unkown] [unkown] [unkown] eke hitiya gona,False,False,True
6697,satan shreniye [Unkown] mular eya mata wikunuwa oba boru kiyanawa,,,,,,,,,,,satan shreniye [Unkown] mular eya mata wikunuwa oba boru kiyanawa,satan shreniye [Unkown] mular eya mata wikunuwa oba boru kiyanawa,,,satan shreniye [unkown] mular eya mata wikunuwa oba boru kiyanawa,65,10,Singlish,True,,satan shreniye [unkown] mular eya mata wikunuwa oba boru kiyanawa,False,False,True
6702,sameepaye sita ho dura sita ohuge papuwa [Unkown] wiya,,,,,,,,,,,sameepaye sita ho dura sita ohuge papuwa [Unkown] wiya,sameepaye sita ho dura sita ohuge papuwa [Unkown] wiya,,,sameepaye sita ho dura sita ohuge papuwa [unkown] wiya,54,9,Singlish,True,,sameepaye sita ho dura sita ohuge papuwa [unkown] wiya,False,False,True
6706,mama waradak kara netha mama mehi [Unkown] namuth ekama godura niweradi nowe,,,,,,,,,,,mama waradak kara netha mama mehi [Unkown] namuth ekama godura niweradi nowe,mama waradak kara netha mama mehi [Unkown] namuth ekama godura niweradi nowe,,,mama waradak kara netha mama mehi [unkown] namuth ekama godura niweradi nowe,76,12,Singlish,True,,mama waradak kara netha mama mehi [unkown] namuth ekama godura niweradi nowe,False,False,True
6712,hari mama hithanne eka thamayi eya negitala dora gawata yanne [Unkown] [Unkown],,,,,,,,,,,hari mama hithanne eka thamayi eya negitala dora gawata yanne [Unkown] [Unkown],hari mama hithanne eka thamayi eya negitala dora gawata yanne [Unkown] [Unkown],,,hari mama hithanne eka thamayi eya negitala dora gawata yanne [unkown] [unkown],79,12,Singlish,True,,hari mama hithanne eka thamayi eya negitala dora gawata yanne [unkown] [unkown],False,False,True
6719,mama ohu asala sitagena siti nisa oba danne keseda [Unkown],,,,,,,,,,,mama ohu asala sitagena siti nisa oba danne keseda [Unkown],mama ohu asala sitagena siti nisa oba danne keseda [Unkown],,,mama ohu asala sitagena siti nisa oba danne keseda [unkown],59,10,Singlish,True,,mama ohu asala sitagena siti nisa oba danne keseda [unkown],False,False,True
6726,samahara wita ohu kumak wiya hekida [Unkown],,,,,,,,,,,samahara wita ohu kumak wiya hekida [Unkown],samahara wita ohu kumak wiya hekida [Unkown],,,samahara wita ohu kumak wiya hekida [unkown],44,7,Singlish,True,,samahara wita ohu kumak wiya hekida [unkown],False,False,True
6736,[Unkown] batahira danbar meruwe mular lamayin saha [Unkown] mara demu [Unkown] ya,,,,,,,,,,,[Unkown] batahira danbar meruwe mular lamayin saha [Unkown] mara demu [Unkown] ya,[Unkown] batahira danbar meruwe mular lamayin saha [Unkown] mara demu [Unkown] ya,,,[unkown] batahira danbar meruwe mular lamayin saha [unkown] mara demu [unkown] ya,81,12,Singlish,True,,[unkown] batahira danbar meruwe mular lamayin saha [unkown] mara demu [unkown] ya,False,False,True
6737,[Unkown] meruwe kawuruhari wedillak ganna ethi ohu hariyatama chalanaya wana ilakkayak neweyi,,,,,,,,,,,[Unkown] meruwe kawuruhari wedillak ganna ethi ohu hariyatama chalanaya wana ilakkayak neweyi,[Unkown] meruwe kawuruhari wedillak ganna ethi ohu hariyatama chalanaya wana ilakkayak neweyi,,,[unkown] meruwe kawuruhari wedillak ganna ethi ohu hariyatama chalanaya wana ilakkayak neweyi,93,12,Singlish,True,,[unkown] meruwe kawuruhari wedillak ganna ethi ohu hariyatama chalanaya wana ilakkayak neweyi,False,False,True
6740,kese wethath [Unkown] sakshi daranne kumakda saha eya [Unkown] wanu etha,,,,,,,,,,,kese wethath [Unkown] sakshi daranne kumakda saha eya [Unkown] wanu etha,kese wethath [Unkown] sakshi daranne kumakda saha eya [Unkown] wanu etha,,,kese wethath [unkown] sakshi daranne kumakda saha eya [unkown] wanu etha,72,11,Singlish,True,,kese wethath [unkown] sakshi daranne kumakda saha eya [unkown] wanu etha,False,False,True
6741,kese wethath [Unkown] sakshi daranne kumakda saha eya mata pramanawath nowe,,,,,,,,,,,kese wethath [Unkown] sakshi daranne kumakda saha eya mata pramanawath nowe,kese wethath [Unkown] sakshi daranne kumakda saha eya mata pramanawath nowe,,,kese wethath [unkown] sakshi daranne kumakda saha eya mata pramanawath nowe,75,11,Singlish,True,,kese wethath [unkown] sakshi daranne kumakda saha eya mata pramanawath nowe,False,False,True
6747,owun obe ana ganne owun senet [Unkown] nowe,,,,,,,,,,,owun obe ana ganne owun senet [Unkown] nowe,owun obe ana ganne owun senet [Unkown] nowe,,,owun obe ana ganne owun senet [unkown] nowe,43,8,Singlish,True,,owun obe ana ganne owun senet [unkown] nowe,False,False,True
6764,[Unkown] lewi senet sabhika jonathan [Unkown] lesa owunge daruwa nam karana lewi,,,,,,,,,,,[Unkown] lewi senet sabhika jonathan [Unkown] lesa owunge daruwa nam karana lewi,[Unkown] lewi senet sabhika jonathan [Unkown] lesa owunge daruwa nam karana lewi,,,[unkown] lewi senet sabhika jonathan [unkown] lesa owunge daruwa nam karana lewi,80,12,Singlish,True,,[unkown] lewi senet sabhika jonathan [unkown] lesa owunge daruwa nam karana lewi,False,False,True
6766,samawenna [Unkown] lassanayi,,,,,,,,,,,samawenna [Unkown] lassanayi,samawenna [Unkown] lassanayi,,,samawenna [unkown] lassanayi,28,3,Singlish,True,,samawenna [unkown] lassanayi,False,False,True
6773,api mineemerum naduwak meda inne [Unkown] chit chet sandaha hondama kalayayi,,,,,,,,,,,api mineemerum naduwak meda inne [Unkown] chit chet sandaha hondama kalayayi,api mineemerum naduwak meda inne [Unkown] chit chet sandaha hondama kalayayi,,,api mineemerum naduwak meda inne [unkown] chit chet sandaha hondama kalayayi,76,11,Singlish,True,,api mineemerum naduwak meda inne [unkown] chit chet sandaha hondama kalayayi,False,False,True
6776,meya oba katha kala mata kelinma pahara deema eyama noweda [Unkown],,,,,,,,,,,meya oba katha kala mata kelinma pahara deema eyama noweda [Unkown],meya oba katha kala mata kelinma pahara deema eyama noweda [Unkown],,,meya oba katha kala mata kelinma pahara deema eyama noweda [unkown],67,11,Singlish,True,,meya oba katha kala mata kelinma pahara deema eyama noweda [unkown],False,False,True
6778,mata oba wetha akarshanaya weemata kisisethma hekiyawak nomethi bawa obata wetahenawa [Unkown],,,,,,,,,,,mata oba wetha akarshanaya weemata kisisethma hekiyawak nomethi bawa obata wetahenawa [Unkown],mata oba wetha akarshanaya weemata kisisethma hekiyawak nomethi bawa obata wetahenawa [Unkown],,,mata oba wetha akarshanaya weemata kisisethma hekiyawak nomethi bawa obata wetahenawa [unkown],94,12,Singlish,True,,mata oba wetha akarshanaya weemata kisisethma hekiyawak nomethi bawa obata wetahenawa [unkown],False,False,True
6786,e lama [Unkown] biyak netha [Unkown] api thawamath satan kireemata patan gena netha,,,,,,,,,,,e lama [Unkown] biyak netha [Unkown] api thawamath satan kireemata patan gena netha,e lama [Unkown] biyak netha [Unkown] api thawamath satan kireemata patan gena netha,,,e lama [unkown] biyak netha [unkown] api thawamath satan kireemata patan gena netha,83,13,Singlish,True,,e lama [unkown] biyak netha [unkown] api thawamath satan kireemata patan gena netha,False,False,True
6788,piliwelata oba kopamana kalayak pareekshakayeku wee ethdeyi mama [Unkown] [Unkown],,,,,,,,,,,piliwelata oba kopamana kalayak pareekshakayeku wee ethdeyi mama [Unkown] [Unkown],piliwelata oba kopamana kalayak pareekshakayeku wee ethdeyi mama [Unkown] [Unkown],,,piliwelata oba kopamana kalayak pareekshakayeku wee ethdeyi mama [unkown] [unkown],82,10,Singlish,True,,piliwelata oba kopamana kalayak pareekshakayeku wee ethdeyi mama [unkown] [unkown],False,False,True
6789,mama ohu newatha peminiye [Unkown] sandaha pamani,,,,,,,,,,,mama ohu newatha peminiye [Unkown] sandaha pamani,mama ohu newatha peminiye [Unkown] sandaha pamani,,,mama ohu newatha peminiye [unkown] sandaha pamani,49,7,Singlish,True,,mama ohu newatha peminiye [unkown] sandaha pamani,False,False,True
6793,aduma tharamin oba saha [Unkown] eelangata sidu wu deyata ekanga we,,,,,,,,,,,aduma tharamin oba saha [Unkown] eelangata sidu wu deyata ekanga we,aduma tharamin oba saha [Unkown] eelangata sidu wu deyata ekanga we,,,aduma tharamin oba saha [unkown] eelangata sidu wu deyata ekanga we,67,11,Singlish,True,,aduma tharamin oba saha [unkown] eelangata sidu wu deyata ekanga we,False,False,True
6795,[Unkown] samahara wita ekanga wanu etha namuth suli kunatuwa kebin eka [Unkown] karayi,,,,,,,,,,,[Unkown] samahara wita ekanga wanu etha namuth suli kunatuwa kebin eka [Unkown] karayi,[Unkown] samahara wita ekanga wanu etha namuth suli kunatuwa kebin eka [Unkown] karayi,,,[unkown] samahara wita ekanga wanu etha namuth suli kunatuwa kebin eka [unkown] karayi,86,13,Singlish,True,,[unkown] samahara wita ekanga wanu etha namuth suli kunatuwa kebin eka [unkown] karayi,False,False,True
6798,owun meya selasum kale dhanathmaka bawa obata wishwasada [Unkown],,,,,,,,,,,owun meya selasum kale dhanathmaka bawa obata wishwasada [Unkown],owun meya selasum kale dhanathmaka bawa obata wishwasada [Unkown],,,owun meya selasum kale dhanathmaka bawa obata wishwasada [unkown],65,9,Singlish,True,,owun meya selasum kale dhanathmaka bawa obata wishwasada [unkown],False,False,True
6799,api [Unkown] mama dannawa owun owunge katha kelin kara ethi bawa,,,,,,,,,,,api [Unkown] mama dannawa owun owunge katha kelin kara ethi bawa,api [Unkown] mama dannawa owun owunge katha kelin kara ethi bawa,,,api [unkown] mama dannawa owun owunge katha kelin kara ethi bawa,64,11,Singlish,True,,api [unkown] mama dannawa owun owunge katha kelin kara ethi bawa,False,False,True
6811,[Unkown] sandaha eya obata wada hondin weda karanne nam apata obawa putuwata benda thebiya hekiya,,,,,,,,,,,[Unkown] sandaha eya obata wada hondin weda karanne nam apata obawa putuwata benda thebiya hekiya,[Unkown] sandaha eya obata wada hondin weda karanne nam apata obawa putuwata benda thebiya hekiya,,,[unkown] sandaha eya obata wada hondin weda karanne nam apata obawa putuwata benda thebiya hekiya,97,15,Singlish,True,,[unkown] sandaha eya obata wada hondin weda karanne nam apata obawa putuwata benda thebiya hekiya,False,False,True
6812,batahira shareeraya ethi [Unkown] sandaha hadi,,,,,,,,,,,batahira shareeraya ethi [Unkown] sandaha hadi,batahira shareeraya ethi [Unkown] sandaha hadi,,,batahira shareeraya ethi [unkown] sandaha hadi,46,6,Singlish,True,,batahira shareeraya ethi [unkown] sandaha hadi,False,False,True
6823,[Unkown] karunakara mineemerum chodanawa samanga sambandha wu wita eya etharam wedagath nowanu etha,,,,,,,,,,,[Unkown] karunakara mineemerum chodanawa samanga sambandha wu wita eya etharam wedagath nowanu etha,[Unkown] karunakara mineemerum chodanawa samanga sambandha wu wita eya etharam wedagath nowanu etha,,,[unkown] karunakara mineemerum chodanawa samanga sambandha wu wita eya etharam wedagath nowanu etha,99,13,Singlish,True,,[unkown] karunakara mineemerum chodanawa samanga sambandha wu wita eya etharam wedagath nowanu etha,False,False,True
6829,[Unkown] saha mama wen wuna ow kawadada kiyala ohu danne nehe,,,,,,,,,,,[Unkown] saha mama wen wuna ow kawadada kiyala ohu danne nehe,[Unkown] saha mama wen wuna ow kawadada kiyala ohu danne nehe,,,[unkown] saha mama wen wuna ow kawadada kiyala ohu danne nehe,61,11,Singlish,True,,[unkown] saha mama wen wuna ow kawadada kiyala ohu danne nehe,False,False,True
6838,[Unkown] [Unkown] pasupasa hamba giye ohu [Unkown] wedi thebu nisaya,,,,,,,,,,,[Unkown] [Unkown] pasupasa hamba giye ohu [Unkown] wedi thebu nisaya,[Unkown] [Unkown] pasupasa hamba giye ohu [Unkown] wedi thebu nisaya,,,[unkown] [unkown] pasupasa hamba giye ohu [unkown] wedi thebu nisaya,68,10,Singlish,True,,[unkown] [unkown] pasupasa hamba giye ohu [unkown] wedi thebu nisaya,False,False,True
6839,manda ohu [Unkown] wedi thebu namuth oba eya niweradiwa dutuwe netha,,,,,,,,,,,manda ohu [Unkown] wedi thebu namuth oba eya niweradiwa dutuwe netha,manda ohu [Unkown] wedi thebu namuth oba eya niweradiwa dutuwe netha,,,manda ohu [unkown] wedi thebu namuth oba eya niweradiwa dutuwe netha,68,11,Singlish,True,,manda ohu [unkown] wedi thebu namuth oba eya niweradiwa dutuwe netha,False,False,True
6840,[Unkown] kawadawath papochcharanaya kale nehe api pragathiyak labanawa mama dakinawa,,,,,,,,,,,[Unkown] kawadawath papochcharanaya kale nehe api pragathiyak labanawa mama dakinawa,[Unkown] kawadawath papochcharanaya kale nehe api pragathiyak labanawa mama dakinawa,,,[unkown] kawadawath papochcharanaya kale nehe api pragathiyak labanawa mama dakinawa,84,10,Singlish,True,,[unkown] kawadawath papochcharanaya kale nehe api pragathiyak labanawa mama dakinawa,False,False,True
6842,[Unkown] eththa weradi pilithurak kiyayi,,,,,,,,,,,[Unkown] eththa weradi pilithurak kiyayi,[Unkown] eththa weradi pilithurak kiyayi,,,[unkown] eththa weradi pilithurak kiyayi,40,5,Singlish,True,,[unkown] eththa weradi pilithurak kiyayi,False,False,True
6849,[Unkown] [Unkown] apita methanin yanna wenawa api kohewath yanne nehe,,,,,,,,,,,[Unkown] [Unkown] apita methanin yanna wenawa api kohewath yanne nehe,[Unkown] [Unkown] apita methanin yanna wenawa api kohewath yanne nehe,,,[unkown] [unkown] apita methanin yanna wenawa api kohewath yanne nehe,69,10,Singlish,True,,[unkown] [unkown] apita methanin yanna wenawa api kohewath yanne nehe,False,False,True
