id,SINGLISH,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,avatar_url,original_text,text,original_label,label,clean_text,text_length,word_count,language_type,suspicious_subtitle,removal_reason,normalized_for_dedup,duplicate_flag,label_conflict,manual_review
8752,hondayi [Unkown] oyalata hemadama meka karanna puluwan api [Unkown] ekolos denek wage api hemadama wyapara karanne nehe namuth api hema witama wiwthayi,,,,,,,,,,,hondayi [Unkown] oyalata hemadama meka karanna puluwan api [Unkown] ekolos denek wage api hemadama wyapara karanne nehe namuth api hema witama wiwthayi,hondayi [Unkown] oyalata hemadama meka karanna puluwan api [Unkown] ekolos denek wage api hemadama wyapara karanne nehe namuth api hema witama wiwthayi,,,hondayi [unkown] oyalata hemadama meka karanna puluwan api [unkown] ekolos denek wage api hemadama wyapara karanne nehe namuth api hema witama wiwthayi,151,22,Singlish,True,subtitle_noise,hondayi [unkown] oyalata hemadama meka karanna puluwan api [unkown] ekolos denek wage api hemadama wyapara karanne nehe namuth api hema witama wiwthayi,False,False,False
8753,[Unkown] kollo oya mawa winasha kala mama [Unkown] [Unkown] [Unkown] pekejaya kolla kiyanawa oyata eke naya ganna puluwan kiyala,,,,,,,,,,,[Unkown] kollo oya mawa winasha kala mama [Unkown] [Unkown] [Unkown] pekejaya kolla kiyanawa oyata eke naya ganna puluwan kiyala,[Unkown] kollo oya mawa winasha kala mama [Unkown] [Unkown] [Unkown] pekejaya kolla kiyanawa oyata eke naya ganna puluwan kiyala,,,[unkown] kollo oya mawa winasha kala mama [unkown] [unkown] [unkown] pekejaya kolla kiyanawa oyata eke naya ganna puluwan kiyala,128,19,Singlish,True,subtitle_noise,[unkown] kollo oya mawa winasha kala mama [unkown] [unkown] [unkown] pekejaya kolla kiyanawa oyata eke naya ganna puluwan kiyala,False,False,False
8761,he [Unkown] rok oba hondin,,,,,,,,,,,he [Unkown] rok oba hondin,he [Unkown] rok oba hondin,,,he [unkown] rok oba hondin,26,5,Singlish,True,duplicate,he [unkown] rok oba hondin,True,False,False
8762,rok oya hari ow kawuruhari mata katha karanna,,,,,,,,,,,rok oya hari ow kawuruhari mata katha karanna,rok oya hari ow kawuruhari mata katha karanna,,,rok oya hari ow kawuruhari mata katha karanna,45,8,Singlish,False,duplicate,rok oya hari ow kawuruhari mata katha karanna,True,False,False
8763,ow kawuruhari mata katha karanna oba hondin sitina bawa obata wishwasayi,,,,,,,,,,,ow kawuruhari mata katha karanna oba hondin sitina bawa obata wishwasayi,ow kawuruhari mata katha karanna oba hondin sitina bawa obata wishwasayi,,,ow kawuruhari mata katha karanna oba hondin sitina bawa obata wishwasayi,72,11,Singlish,False,duplicate,ow kawuruhari mata katha karanna oba hondin sitina bawa obata wishwasayi,True,False,False
8764,ne oyata wishwasayi oya hondin kiyala mama hondayi oyawa anith peththata allaganna,,,,,,,,,,,ne oyata wishwasayi oya hondin kiyala mama hondayi oyawa anith peththata allaganna,ne oyata wishwasayi oya hondin kiyala mama hondayi oyawa anith peththata allaganna,,,ne oyata wishwasayi oya hondin kiyala mama hondayi oyawa anith peththata allaganna,82,12,Singlish,False,duplicate,ne oyata wishwasayi oya hondin kiyala mama hondayi oyawa anith peththata allaganna,True,False,False
8771,hondayi ohu nisekawama dena sitiya sema oba dedenatama [Unkown] bawa oba magen asanna ohu oba wetha ella karana bawa,,,,,,,,,,,hondayi ohu nisekawama dena sitiya sema oba dedenatama [Unkown] bawa oba magen asanna ohu oba wetha ella karana bawa,hondayi ohu nisekawama dena sitiya sema oba dedenatama [Unkown] bawa oba magen asanna ohu oba wetha ella karana bawa,,,hondayi ohu nisekawama dena sitiya sema oba dedenatama [unkown] bawa oba magen asanna ohu oba wetha ella karana bawa,116,19,Singlish,True,subtitle_noise,hondayi ohu nisekawama dena sitiya sema oba dedenatama [unkown] bawa oba magen asanna ohu oba wetha ella karana bawa,False,False,False
8774,oba obe [Unkown] ottu allanawa ohu hondin kiya mama kiyami eya ohuwa pissek bawata path karayi,,,,,,,,,,,oba obe [Unkown] ottu allanawa ohu hondin kiya mama kiyami eya ohuwa pissek bawata path karayi,oba obe [Unkown] ottu allanawa ohu hondin kiya mama kiyami eya ohuwa pissek bawata path karayi,,,oba obe [unkown] ottu allanawa ohu hondin kiya mama kiyami eya ohuwa pissek bawata path karayi,94,16,Singlish,True,subtitle_noise,oba obe [unkown] ottu allanawa ohu hondin kiya mama kiyami eya ohuwa pissek bawata path karayi,False,False,False
8782,kriya nokarana aya niranthara [Unkown] awinishchitha thathwayaka sitithi mama thaththa gena wishwasa karana de wenuwen penee siteemata mata awashyayi,,,,,,,,,,,kriya nokarana aya niranthara [Unkown] awinishchitha thathwayaka sitithi mama thaththa gena wishwasa karana de wenuwen penee siteemata mata awashyayi,kriya nokarana aya niranthara [Unkown] awinishchitha thathwayaka sitithi mama thaththa gena wishwasa karana de wenuwen penee siteemata mata awashyayi,,,kriya nokarana aya niranthara [unkown] awinishchitha thathwayaka sitithi mama thaththa gena wishwasa karana de wenuwen penee siteemata mata awashyayi,149,19,Singlish,True,subtitle_noise,kriya nokarana aya niranthara [unkown] awinishchitha thathwayaka sitithi mama thaththa gena wishwasa karana de wenuwen penee siteemata mata awashyayi,False,False,False
8788,mata samawenna oya [Unkown] meka balanna yanawa mama diha balanna epa mata samawenna mata samawenna mama dekke nehe,,,,,,,,,,,mata samawenna oya [Unkown] meka balanna yanawa mama diha balanna epa mata samawenna mata samawenna mama dekke nehe,mata samawenna oya [Unkown] meka balanna yanawa mama diha balanna epa mata samawenna mata samawenna mama dekke nehe,,,mata samawenna oya [unkown] meka balanna yanawa mama diha balanna epa mata samawenna mata samawenna mama dekke nehe,115,18,Singlish,True,subtitle_noise,mata samawenna oya [unkown] meka balanna yanawa mama diha balanna epa mata samawenna mata samawenna mama dekke nehe,False,False,False
8800,hondayi eya wihilu minisa eya mehi denna pekeja boyi joyi [Unkown] keewe eya wedagath yeyi keewe mata eya ohuta diya yuthu bawayi,,,,,,,,,,,hondayi eya wihilu minisa eya mehi denna pekeja boyi joyi [Unkown] keewe eya wedagath yeyi keewe mata eya ohuta diya yuthu bawayi,hondayi eya wihilu minisa eya mehi denna pekeja boyi joyi [Unkown] keewe eya wedagath yeyi keewe mata eya ohuta diya yuthu bawayi,,,hondayi eya wihilu minisa eya mehi denna pekeja boyi joyi [unkown] keewe eya wedagath yeyi keewe mata eya ohuta diya yuthu bawayi,129,22,Singlish,True,subtitle_noise,hondayi eya wihilu minisa eya mehi denna pekeja boyi joyi [unkown] keewe eya wedagath yeyi keewe mata eya ohuta diya yuthu bawayi,False,False,False
8814,balanna eka thamayi mama kiyana de heenayaka tharkayak thiyenawa kiyana eka thamayi karanaya mineemaruwa hema witama yanawa mama [Unkown] katha karanna puluwanda ohu ohuge nama kiyayi,,,,,,,,,,,balanna eka thamayi mama kiyana de heenayaka tharkayak thiyenawa kiyana eka thamayi karanaya mineemaruwa hema witama yanawa mama [Unkown] katha karanna puluwanda ohu ohuge nama kiyayi,balanna eka thamayi mama kiyana de heenayaka tharkayak thiyenawa kiyana eka thamayi karanaya mineemaruwa hema witama yanawa mama [Unkown] katha karanna puluwanda ohu ohuge nama kiyayi,,,balanna eka thamayi mama kiyana de heenayaka tharkayak thiyenawa kiyana eka thamayi karanaya mineemaruwa hema witama yanawa mama [unkown] katha karanna puluwanda ohu ohuge nama kiyayi,183,26,Singlish,True,subtitle_noise,balanna eka thamayi mama kiyana de heenayaka tharkayak thiyenawa kiyana eka thamayi karanaya mineemaruwa hema witama yanawa mama [unkown] katha karanna puluwanda ohu ohuge nama kiyayi,False,False,False
8820,api denatamath yathuru labagena ethi hera eya sathya namuth ewa agulu wenas kalahoth kumak kala yuthuda [Unkown],,,,,,,,,,,api denatamath yathuru labagena ethi hera eya sathya namuth ewa agulu wenas kalahoth kumak kala yuthuda [Unkown],api denatamath yathuru labagena ethi hera eya sathya namuth ewa agulu wenas kalahoth kumak kala yuthuda [Unkown],,,api denatamath yathuru labagena ethi hera eya sathya namuth ewa agulu wenas kalahoth kumak kala yuthuda [unkown],112,17,Singlish,True,subtitle_noise,api denatamath yathuru labagena ethi hera eya sathya namuth ewa agulu wenas kalahoth kumak kala yuthuda [unkown],False,False,False
8853,oba sithanne kumakda enthani ohu motar rathaye wadi wee [Unkown] [Unkown] kriyathmaka wana akaraya bala sitiyeya ohuta lebiya yuthu de ohuta lebuni,,,,,,,,,,,oba sithanne kumakda enthani ohu motar rathaye wadi wee [Unkown] [Unkown] kriyathmaka wana akaraya bala sitiyeya ohuta lebiya yuthu de ohuta lebuni,oba sithanne kumakda enthani ohu motar rathaye wadi wee [Unkown] [Unkown] kriyathmaka wana akaraya bala sitiyeya ohuta lebiya yuthu de ohuta lebuni,,,oba sithanne kumakda enthani ohu motar rathaye wadi wee [unkown] [unkown] kriyathmaka wana akaraya bala sitiyeya ohuta lebiya yuthu de ohuta lebuni,147,22,Singlish,True,subtitle_noise,oba sithanne kumakda enthani ohu motar rathaye wadi wee [unkown] [unkown] kriyathmaka wana akaraya bala sitiyeya ohuta lebiya yuthu de ohuta lebuni,False,False,False
8854,enthani ohu motar rathaye wadi wee [Unkown] [Unkown] kriyathmaka wana akaraya bala sitiyeya ohuta lebiya yuthu de ohuta lebuni ohu riyaduru [Unkown] ohu kala yuthu de kaleya,,,,,,,,,,,enthani ohu motar rathaye wadi wee [Unkown] [Unkown] kriyathmaka wana akaraya bala sitiyeya ohuta lebiya yuthu de ohuta lebuni ohu riyaduru [Unkown] ohu kala yuthu de kaleya,enthani ohu motar rathaye wadi wee [Unkown] [Unkown] kriyathmaka wana akaraya bala sitiyeya ohuta lebiya yuthu de ohuta lebuni ohu riyaduru [Unkown] ohu kala yuthu de kaleya,,,enthani ohu motar rathaye wadi wee [unkown] [unkown] kriyathmaka wana akaraya bala sitiyeya ohuta lebiya yuthu de ohuta lebuni ohu riyaduru [unkown] ohu kala yuthu de kaleya,173,27,Singlish,True,subtitle_noise,enthani ohu motar rathaye wadi wee [unkown] [unkown] kriyathmaka wana akaraya bala sitiyeya ohuta lebiya yuthu de ohuta lebuni ohu riyaduru [unkown] ohu kala yuthu de kaleya,False,False,False
8878,ne [Unkown] mata samawenna samahara sebalun apiwa handunagena apiwa hire dana eka athara wenasa unath mata eka karanna be,,,,,,,,,,,ne [Unkown] mata samawenna samahara sebalun apiwa handunagena apiwa hire dana eka athara wenasa unath mata eka karanna be,ne [Unkown] mata samawenna samahara sebalun apiwa handunagena apiwa hire dana eka athara wenasa unath mata eka karanna be,,,ne [unkown] mata samawenna samahara sebalun apiwa handunagena apiwa hire dana eka athara wenasa unath mata eka karanna be,121,19,Singlish,True,subtitle_noise,ne [unkown] mata samawenna samahara sebalun apiwa handunagena apiwa hire dana eka athara wenasa unath mata eka karanna be,False,False,False
8892,eeta passe mage demawpiyo mata ayeth kawadawath [Unkown] gawata yanna dunne ne eyala hemadama kiyana hemadetama mage pawule ayata dos kiwwa [Unkown] mahaththaya [Unkown] jeewithaya beruwa,,,,,,,,,,,eeta passe mage demawpiyo mata ayeth kawadawath [Unkown] gawata yanna dunne ne eyala hemadama kiyana hemadetama mage pawule ayata dos kiwwa [Unkown] mahaththaya [Unkown] jeewithaya beruwa,eeta passe mage demawpiyo mata ayeth kawadawath [Unkown] gawata yanna dunne ne eyala hemadama kiyana hemadetama mage pawule ayata dos kiwwa [Unkown] mahaththaya [Unkown] jeewithaya beruwa,,,eeta passe mage demawpiyo mata ayeth kawadawath [unkown] gawata yanna dunne ne eyala hemadama kiyana hemadetama mage pawule ayata dos kiwwa [unkown] mahaththaya [unkown] jeewithaya beruwa,187,26,Singlish,True,subtitle_noise,eeta passe mage demawpiyo mata ayeth kawadawath [unkown] gawata yanna dunne ne eyala hemadama kiyana hemadetama mage pawule ayata dos kiwwa [unkown] mahaththaya [unkown] jeewithaya beruwa,False,False,False
8912,[Unkown] ta me kamara siyallatama pradhana yathurak thiyenawa neda eya nedda mata eka karanna puluwan kiyala,,,,,,,,,,,[Unkown] ta me kamara siyallatama pradhana yathurak thiyenawa neda eya nedda mata eka karanna puluwan kiyala,[Unkown] ta me kamara siyallatama pradhana yathurak thiyenawa neda eya nedda mata eka karanna puluwan kiyala,,,[unkown] ta me kamara siyallatama pradhana yathurak thiyenawa neda eya nedda mata eka karanna puluwan kiyala,108,16,Singlish,True,subtitle_noise,[unkown] ta me kamara siyallatama pradhana yathurak thiyenawa neda eya nedda mata eka karanna puluwan kiyala,False,False,False
8918,mama hithanne apata yathuru awashya nehe [Unkown] mama hithanne mata api wenuwen kar ekak [Unkown] karanna puluwan kiyala oya danne nehe [Unkown] karanne kohomada kiyala,,,,,,,,,,,mama hithanne apata yathuru awashya nehe [Unkown] mama hithanne mata api wenuwen kar ekak [Unkown] karanna puluwan kiyala oya danne nehe [Unkown] karanne kohomada kiyala,mama hithanne apata yathuru awashya nehe [Unkown] mama hithanne mata api wenuwen kar ekak [Unkown] karanna puluwan kiyala oya danne nehe [Unkown] karanne kohomada kiyala,,,mama hithanne apata yathuru awashya nehe [unkown] mama hithanne mata api wenuwen kar ekak [unkown] karanna puluwan kiyala oya danne nehe [unkown] karanne kohomada kiyala,169,25,Singlish,True,subtitle_noise,mama hithanne apata yathuru awashya nehe [unkown] mama hithanne mata api wenuwen kar ekak [unkown] karanna puluwan kiyala oya danne nehe [unkown] karanne kohomada kiyala,False,False,False
8939,[Unkown] ohuwa kese ho laba ganeewi meya oba eththatama pirimi lamayekuta bothalayakin pahara dena ikman kramayayi,,,,,,,,,,,[Unkown] ohuwa kese ho laba ganeewi meya oba eththatama pirimi lamayekuta bothalayakin pahara dena ikman kramayayi,[Unkown] ohuwa kese ho laba ganeewi meya oba eththatama pirimi lamayekuta bothalayakin pahara dena ikman kramayayi,,,[unkown] ohuwa kese ho laba ganeewi meya oba eththatama pirimi lamayekuta bothalayakin pahara dena ikman kramayayi,114,16,Singlish,True,subtitle_noise,[unkown] ohuwa kese ho laba ganeewi meya oba eththatama pirimi lamayekuta bothalayakin pahara dena ikman kramayayi,False,False,False
8955,hari nil [Unkown] endagath minisa nirithadiga doren pitawa yana wita ohu sudu wen ekakata ethulu wanne welawa ekolahayi pahalowayi,,,,,,,,,,,hari nil [Unkown] endagath minisa nirithadiga doren pitawa yana wita ohu sudu wen ekakata ethulu wanne welawa ekolahayi pahalowayi,hari nil [Unkown] endagath minisa nirithadiga doren pitawa yana wita ohu sudu wen ekakata ethulu wanne welawa ekolahayi pahalowayi,,,hari nil [unkown] endagath minisa nirithadiga doren pitawa yana wita ohu sudu wen ekakata ethulu wanne welawa ekolahayi pahalowayi,130,19,Singlish,True,subtitle_noise,hari nil [unkown] endagath minisa nirithadiga doren pitawa yana wita ohu sudu wen ekakata ethulu wanne welawa ekolahayi pahalowayi,False,False,False
8997,ithin henri mahathmaya ewith mawa balanna yanawada nethnam mama hithanne nethi deyak e nisa mama kiwwe eththatama ohu [Unkown] niwasa sorakam kala,,,,,,,,,,,ithin henri mahathmaya ewith mawa balanna yanawada nethnam mama hithanne nethi deyak e nisa mama kiwwe eththatama ohu [Unkown] niwasa sorakam kala,ithin henri mahathmaya ewith mawa balanna yanawada nethnam mama hithanne nethi deyak e nisa mama kiwwe eththatama ohu [Unkown] niwasa sorakam kala,,,ithin henri mahathmaya ewith mawa balanna yanawada nethnam mama hithanne nethi deyak e nisa mama kiwwe eththatama ohu [unkown] niwasa sorakam kala,146,22,Singlish,True,subtitle_noise,ithin henri mahathmaya ewith mawa balanna yanawada nethnam mama hithanne nethi deyak e nisa mama kiwwe eththatama ohu [unkown] niwasa sorakam kala,False,False,False
9002,oba sithanne epal jek rohalen pitawa giya da sita epal [Unkown] apa asa nethi bawa ohu dena siti bawayi,,,,,,,,,,,oba sithanne epal jek rohalen pitawa giya da sita epal [Unkown] apa asa nethi bawa ohu dena siti bawayi,oba sithanne epal jek rohalen pitawa giya da sita epal [Unkown] apa asa nethi bawa ohu dena siti bawayi,,,oba sithanne epal jek rohalen pitawa giya da sita epal [unkown] apa asa nethi bawa ohu dena siti bawayi,103,19,Singlish,True,subtitle_noise,oba sithanne epal jek rohalen pitawa giya da sita epal [unkown] apa asa nethi bawa ohu dena siti bawayi,False,False,False
9019,meweni [Unkown] boho danga yeweemata apahasu wana athara eya [Unkown] enthani lesa handunwanu labana athara oba eya weradi lesa allagena sitinne geto kreedawa melesa allagena siteemayi,,,,,,,,,,,meweni [Unkown] boho danga yeweemata apahasu wana athara eya [Unkown] enthani lesa handunwanu labana athara oba eya weradi lesa allagena sitinne geto kreedawa melesa allagena siteemayi,meweni [Unkown] boho danga yeweemata apahasu wana athara eya [Unkown] enthani lesa handunwanu labana athara oba eya weradi lesa allagena sitinne geto kreedawa melesa allagena siteemayi,,,meweni [unkown] boho danga yeweemata apahasu wana athara eya [unkown] enthani lesa handunwanu labana athara oba eya weradi lesa allagena sitinne geto kreedawa melesa allagena siteemayi,184,26,Singlish,True,subtitle_noise,meweni [unkown] boho danga yeweemata apahasu wana athara eya [unkown] enthani lesa handunwanu labana athara oba eya weradi lesa allagena sitinne geto kreedawa melesa allagena siteemayi,False,False,False
9020,mama ema sthanaye jeewath weemata kemathiyi [Unkown] seethala gabadawa ow eya udu mahalak bawata pariwarthanaya karanna hari pop prashnawaliya obe rekiyawe wedagathma angaya kumakda,,,,,,,,,,,mama ema sthanaye jeewath weemata kemathiyi [Unkown] seethala gabadawa ow eya udu mahalak bawata pariwarthanaya karanna hari pop prashnawaliya obe rekiyawe wedagathma angaya kumakda,mama ema sthanaye jeewath weemata kemathiyi [Unkown] seethala gabadawa ow eya udu mahalak bawata pariwarthanaya karanna hari pop prashnawaliya obe rekiyawe wedagathma angaya kumakda,,,mama ema sthanaye jeewath weemata kemathiyi [unkown] seethala gabadawa ow eya udu mahalak bawata pariwarthanaya karanna hari pop prashnawaliya obe rekiyawe wedagathma angaya kumakda,181,24,Singlish,True,subtitle_noise,mama ema sthanaye jeewath weemata kemathiyi [unkown] seethala gabadawa ow eya udu mahalak bawata pariwarthanaya karanna hari pop prashnawaliya obe rekiyawe wedagathma angaya kumakda,False,False,False
9021,oba adahas karanne arakshitha rathiknkna saha mama obata kiyannam kumara [Unkown] apata awashya wanne katada yannayi,,,,,,,,,,,oba adahas karanne arakshitha rathiknkna saha mama obata kiyannam kumara [Unkown] apata awashya wanne katada yannayi,oba adahas karanne arakshitha rathiknkna saha mama obata kiyannam kumara [Unkown] apata awashya wanne katada yannayi,,,oba adahas karanne arakshitha rathiknkna saha mama obata kiyannam kumara [unkown] apata awashya wanne katada yannayi,116,16,Singlish,True,subtitle_noise,oba adahas karanne arakshitha rathiknkna saha mama obata kiyannam kumara [unkown] apata awashya wanne katada yannayi,False,False,False
9022,mata monawa hari kiyanna monawage namakda [Unkown] kiyala mata eththatama wishwasa nehe mama hithanne eya ayirish ho samahara wita,,,,,,,,,,,mata monawa hari kiyanna monawage namakda [Unkown] kiyala mata eththatama wishwasa nehe mama hithanne eya ayirish ho samahara wita,mata monawa hari kiyanna monawage namakda [Unkown] kiyala mata eththatama wishwasa nehe mama hithanne eya ayirish ho samahara wita,,,mata monawa hari kiyanna monawage namakda [unkown] kiyala mata eththatama wishwasa nehe mama hithanne eya ayirish ho samahara wita,130,19,Singlish,True,subtitle_noise,mata monawa hari kiyanna monawage namakda [unkown] kiyala mata eththatama wishwasa nehe mama hithanne eya ayirish ho samahara wita,False,False,False
9034,oya bayada ow mama kiyanne mama e gena hema welawema hithanne nehe namuth tika welawakata mama yanawa [Unkown] machan,,,,,,,,,,,oya bayada ow mama kiyanne mama e gena hema welawema hithanne nehe namuth tika welawakata mama yanawa [Unkown] machan,oya bayada ow mama kiyanne mama e gena hema welawema hithanne nehe namuth tika welawakata mama yanawa [Unkown] machan,,,oya bayada ow mama kiyanne mama e gena hema welawema hithanne nehe namuth tika welawakata mama yanawa [unkown] machan,117,19,Singlish,True,subtitle_noise,oya bayada ow mama kiyanne mama e gena hema welawema hithanne nehe namuth tika welawakata mama yanawa [unkown] machan,False,False,False
9035,ow mama kiwwe mama e gena hema welawema hithanne nehe namuth tika welawakata mama yanawa [Unkown] machan hariyatama wo,,,,,,,,,,,ow mama kiwwe mama e gena hema welawema hithanne nehe namuth tika welawakata mama yanawa [Unkown] machan hariyatama wo,ow mama kiwwe mama e gena hema welawema hithanne nehe namuth tika welawakata mama yanawa [Unkown] machan hariyatama wo,,,ow mama kiwwe mama e gena hema welawema hithanne nehe namuth tika welawakata mama yanawa [unkown] machan hariyatama wo,118,19,Singlish,True,subtitle_noise,ow mama kiwwe mama e gena hema welawema hithanne nehe namuth tika welawakata mama yanawa [unkown] machan hariyatama wo,False,False,False
9047,hektar kisiwak nokaranu etha namuth ohuta ghoshakaree poththa thibe eya wedagathma deya wanne shabda naga [Unkown],,,,,,,,,,,hektar kisiwak nokaranu etha namuth ohuta ghoshakaree poththa thibe eya wedagathma deya wanne shabda naga [Unkown],hektar kisiwak nokaranu etha namuth ohuta ghoshakaree poththa thibe eya wedagathma deya wanne shabda naga [Unkown],,,hektar kisiwak nokaranu etha namuth ohuta ghoshakaree poththa thibe eya wedagathma deya wanne shabda naga [unkown],114,16,Singlish,True,subtitle_noise,hektar kisiwak nokaranu etha namuth ohuta ghoshakaree poththa thibe eya wedagathma deya wanne shabda naga [unkown],False,False,False
9058,eyi oba owunta sathyaya nokiyanne ewa mage asalwesi [Unkown] ayithi ewa bawa mama nodanimi mata paudgalikawa mage jeewithayata e jarawa den awashya netha,,,,,,,,,,,eyi oba owunta sathyaya nokiyanne ewa mage asalwesi [Unkown] ayithi ewa bawa mama nodanimi mata paudgalikawa mage jeewithayata e jarawa den awashya netha,eyi oba owunta sathyaya nokiyanne ewa mage asalwesi [Unkown] ayithi ewa bawa mama nodanimi mata paudgalikawa mage jeewithayata e jarawa den awashya netha,,,eyi oba owunta sathyaya nokiyanne ewa mage asalwesi [unkown] ayithi ewa bawa mama nodanimi mata paudgalikawa mage jeewithayata e jarawa den awashya netha,153,23,Singlish,True,subtitle_noise,eyi oba owunta sathyaya nokiyanne ewa mage asalwesi [unkown] ayithi ewa bawa mama nodanimi mata paudgalikawa mage jeewithayata e jarawa den awashya netha,False,False,False
9063,[Unkown] [Unkown] saha anagatha minisa peya [Unkown] kin hiren nidahas nowanne nam api siyalla apasu yamu,,,,,,,,,,,[Unkown] [Unkown] saha anagatha minisa peya [Unkown] kin hiren nidahas nowanne nam api siyalla apasu yamu,[Unkown] [Unkown] saha anagatha minisa peya [Unkown] kin hiren nidahas nowanne nam api siyalla apasu yamu,,,[unkown] [unkown] saha anagatha minisa peya [unkown] kin hiren nidahas nowanne nam api siyalla apasu yamu,105,16,Singlish,True,subtitle_noise,[unkown] [unkown] saha anagatha minisa peya [unkown] kin hiren nidahas nowanne nam api siyalla apasu yamu,False,False,False
9073,jyeshta [Unkown] eya itha sankeernayi mama e wachanayata kemathi nehe wihilu bob mama wihiluwakata wada wedi deyak kireemata uthsaha kalemi,,,,,,,,,,,jyeshta [Unkown] eya itha sankeernayi mama e wachanayata kemathi nehe wihilu bob mama wihiluwakata wada wedi deyak kireemata uthsaha kalemi,jyeshta [Unkown] eya itha sankeernayi mama e wachanayata kemathi nehe wihilu bob mama wihiluwakata wada wedi deyak kireemata uthsaha kalemi,,,jyeshta [unkown] eya itha sankeernayi mama e wachanayata kemathi nehe wihilu bob mama wihiluwakata wada wedi deyak kireemata uthsaha kalemi,139,20,Singlish,True,subtitle_noise,jyeshta [unkown] eya itha sankeernayi mama e wachanayata kemathi nehe wihilu bob mama wihiluwakata wada wedi deyak kireemata uthsaha kalemi,False,False,False
9076,ow namuth oba [Unkown] hada wada gaththa nam ohuta thawamath dina thunak sira mediriyaka wadi wee siteema ugra we,,,,,,,,,,,ow namuth oba [Unkown] hada wada gaththa nam ohuta thawamath dina thunak sira mediriyaka wadi wee siteema ugra we,ow namuth oba [Unkown] hada wada gaththa nam ohuta thawamath dina thunak sira mediriyaka wadi wee siteema ugra we,,,ow namuth oba [unkown] hada wada gaththa nam ohuta thawamath dina thunak sira mediriyaka wadi wee siteema ugra we,113,19,Singlish,True,subtitle_noise,ow namuth oba [unkown] hada wada gaththa nam ohuta thawamath dina thunak sira mediriyaka wadi wee siteema ugra we,False,False,False
9087,mage [Unkown] [Unkown] kada wetuna mata kiyanna behe mokada wenne kiyala mata balanna denna oya eka demmada kiyala,,,,,,,,,,,mage [Unkown] [Unkown] kada wetuna mata kiyanna behe mokada wenne kiyala mata balanna denna oya eka demmada kiyala,mage [Unkown] [Unkown] kada wetuna mata kiyanna behe mokada wenne kiyala mata balanna denna oya eka demmada kiyala,,,mage [unkown] [unkown] kada wetuna mata kiyanna behe mokada wenne kiyala mata balanna denna oya eka demmada kiyala,114,18,Singlish,True,subtitle_noise,mage [unkown] [unkown] kada wetuna mata kiyanna behe mokada wenne kiyala mata balanna denna oya eka demmada kiyala,False,False,False
9102,eyi magul apita kar eka [Unkown] onada eka parana lakunu tika nirawul kara gaththata kisima therumak ne oya paligannawa kiyala,,,,,,,,,,,eyi magul apita kar eka [Unkown] onada eka parana lakunu tika nirawul kara gaththata kisima therumak ne oya paligannawa kiyala,eyi magul apita kar eka [Unkown] onada eka parana lakunu tika nirawul kara gaththata kisima therumak ne oya paligannawa kiyala,,,eyi magul apita kar eka [unkown] onada eka parana lakunu tika nirawul kara gaththata kisima therumak ne oya paligannawa kiyala,126,20,Singlish,True,subtitle_noise,eyi magul apita kar eka [unkown] onada eka parana lakunu tika nirawul kara gaththata kisima therumak ne oya paligannawa kiyala,False,False,False
9121,oba etharam kanassallata pathwa sitinne nam api ekak sorakam kala yuthuyi oba bob gena katha karanne kumakda [Unkown],,,,,,,,,,,oba etharam kanassallata pathwa sitinne nam api ekak sorakam kala yuthuyi oba bob gena katha karanne kumakda [Unkown],oba etharam kanassallata pathwa sitinne nam api ekak sorakam kala yuthuyi oba bob gena katha karanne kumakda [Unkown],,,oba etharam kanassallata pathwa sitinne nam api ekak sorakam kala yuthuyi oba bob gena katha karanne kumakda [unkown],117,18,Singlish,True,subtitle_noise,oba etharam kanassallata pathwa sitinne nam api ekak sorakam kala yuthuyi oba bob gena katha karanne kumakda [unkown],False,False,False
9126,eka eththa [Unkown] hondayi obata awashya kumakda obata ekak sorakam kireemata ho obe motar rathaya pedaweemata awashya kumakda [Unkown],,,,,,,,,,,eka eththa [Unkown] hondayi obata awashya kumakda obata ekak sorakam kireemata ho obe motar rathaya pedaweemata awashya kumakda [Unkown],eka eththa [Unkown] hondayi obata awashya kumakda obata ekak sorakam kireemata ho obe motar rathaya pedaweemata awashya kumakda [Unkown],,,eka eththa [unkown] hondayi obata awashya kumakda obata ekak sorakam kireemata ho obe motar rathaya pedaweemata awashya kumakda [unkown],136,19,Singlish,True,subtitle_noise,eka eththa [unkown] hondayi obata awashya kumakda obata ekak sorakam kireemata ho obe motar rathaya pedaweemata awashya kumakda [unkown],False,False,False
